"Year.x","Age","mx","qx","ax","lx","dx","Lx","Tx","ex","OpenInterval","female","Year.y","pop_alive","deaths","Age1","limit","gali1","gali2","sr","chr","Lxhadlnm","Lxhgalinm","Lxhsrnm","Lxhchrnm","adlm","galim","srm","chrm","Lxhadlm","Lxhgalim","Lxhsrm","Lxhchrm","CALadl","CALgali","CALsr","CALchr","exhadlnm","exhgalinm","exhsrnm","exhchrnm","CAL","CALuhadl","CALuhgali","CALuhsr","CALuhchr","CALuhadl2","CALuhgali2","CALuhsr2","CALuhchr2"
2017,50,0.00324,0.00323,0.5,96272,311,96117,2913980,30.27,FALSE,0,1967,0.998336770939615,0.00166322906038541,50,0.0304933442926865,0.187047679670487,0.0728263937911104,0.221331247697408,0.120704123631908,93186.0712266198,89117.1455079798,74843.3044650683,84515.2817488719,0.0064211711873392,0.0148736991753959,0.0445252704389303,0.0244333188172321,95499.8162889865,94687.3846563585,91837.3645812213,93768.5426952441,0.967894144063304,0.925631504123021,0.777373647805349,0.87783340591384,27.0102259378716,25.7657630460351,17.7412397343121,20.2763423726023,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,50,0.00366,0.00365,0.5,95961,350,95786,2817863,29.36,FALSE,0,1966,0.994894284007047,0.00510571599295251,51,0.0304933442926865,0.187047679670487,0.0728263937911104,0.221331247697408,0.120704123631908,92865.1645235807,88810.2510443247,74585.5651080561,84224.2348137941,0.00708867398600105,0.0155120557801149,0.0450613818398503,0.0250387117300835,95107.0042735769,94300.1622250459,91469.7504790881,93387.6419582222,0.964556630069995,0.922439721099425,0.774693090800749,0.874806441349582,26.1266806334257,24.9205864305281,17.018802713984,19.4613306566865,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,50,0.00408,0.00407,0.5,95611,389,95416,2722077,28.47,FALSE,0,1965,0.990768458069198,0.00923154193080167,52,0.0304933442926865,0.187047679670487,0.0728263937911104,0.221331247697408,0.120704123631908,92506.447060969,88467.1968100274,74297.4576697041,83898.8953395379,0.00788867712740798,0.0162771271627921,0.0457039121868988,0.0257642760768362,94663.2939832112,93862.901634635,91055.1155147749,92957.6758338526,0.96055661436296,0.91861436418604,0.771480439065506,0.871178619615819,25.2510405260961,24.0829417474515,16.3010089019942,18.6516668200573,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,50,0.00461,0.0046,0.5,95221,438,95002,2626661,27.58,FALSE,0,1964,0.986292003119822,0.0137079968801781,53,0.0304933442926865,0.187047679670487,0.0728263937911104,0.221331247697408,0.120704123631908,92105.0713055062,88083.3469370569,73975.0888062509,83534.8668467215,0.00875666770088686,0.0171072173384811,0.0464010473049328,0.026551501752383,94170.0990550803,93376.7801384096,90593.8077039368,92479.5542305201,0.956216661495566,0.914463913307595,0.767994763475336,0.867242491238085,24.3829700242553,23.2525067643226,15.5875101548909,17.8469625502039,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,50,0.00532,0.0053,0.5,94783,503,94532,2531659,26.71,FALSE,0,1963,0.980978215575466,0.0190217844245336,54,0.0304933442926865,0.187047679670487,0.0728263937911104,0.221331247697408,0.120704123631908,91649.4031773238,87647.5753421387,73609.1144926687,83121.5977848285,0.00978701817914032,0.0180925780505067,0.0472285833683656,0.0274859800475126,93606.8135974895,92821.6724117295,90067.3875570217,91933.6953341485,0.951064909104298,0.909537109747467,0.763857083158172,0.862570099762437,23.5238989837218,22.4306426222899,14.879073416674,17.0481072992651,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,55,0.00581,0.00579,0.5,94281,546,94007,2437127,25.85,FALSE,0,1962,0.97468996679802,0.0253100332019804,55,0.0566499931029763,0.246260134462489,0.112077668197843,0.309926346362146,0.211706178343289,88681.5040983685,83470.9146457253,64871.7539575338,74105.1372924824,0.0161052426197257,0.0269102023793072,0.0654784266895063,0.0463315842284673,92492.9944570474,91477.2526049285,87851.5695421996,89651.5067614345,0.919473786901372,0.865448988103464,0.672607866552468,0.768342078857663,22.6770644583403,21.6204327947981,14.1775554052242,16.2572433084228,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,55,0.0066,0.00658,0.5,93734,617,93426,2343119,25,FALSE,0,1961,0.967741109536345,0.0322588904636547,56,0.0566499931029763,0.246260134462489,0.112077668197843,0.309926346362146,0.211706178343289,88133.4177443613,82955.0317709483,64470.8211647702,73647.1385820999,0.0174162835288711,0.0281442114879364,0.0664374713533406,0.0474271324778578,91798.8662950317,90796.598897528,87219.0128013428,88995.0727211237,0.912918582355645,0.859278942560318,0.667812643233297,0.762864337610711,21.8633026447011,20.8560939432931,13.5682073442124,15.5615253703985,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,55,0.00715,0.00713,0.5,93118,664,92786,2249693,24.16,FALSE,0,1960,0.960074788815135,0.0399252111848651,57,0.0566499931029763,0.246260134462489,0.112077668197843,0.309926346362146,0.211706178343289,87529.6737399472,82386.7614785949,64029.1740264419,73142.6305362396,0.0188626882699168,0.0295056309621605,0.0674955365433497,0.0486357951297316,91035.8066061875,90048.290525545,86523.3591462888,88273.2791130927,0.905686558650416,0.852471845189198,0.662522317283251,0.756821024351342,21.0614638668576,20.1032032250444,12.9656084327159,14.8735677364938,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,55,0.00804,0.008,0.5,92454,740,92084,2156907,23.33,FALSE,0,1959,0.951598518448362,0.048401481551638,58,0.0566499931029763,0.246260134462489,0.112077668197843,0.309926346362146,0.211706178343289,86867.4420351055,81763.4400016698,63544.7423215882,72589.2482734366,0.020461906211708,0.0310108849119706,0.068665386715594,0.0499721534418954,90199.7858284011,89228.3936737661,85761.0165296812,87482.3642224565,0.89769046894146,0.844945575440147,0.65667306642203,0.750139232790523,20.2659886929078,19.356472585622,12.3661750925995,14.189264390406,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,55,0.00888,0.00884,0.5,91714,810,91309,2064824,22.51,FALSE,0,1958,0.943026620555889,0.0569733794441105,59,0.0566499931029763,0.246260134462489,0.112077668197843,0.309926346362146,0.211706178343289,86136.3457797603,81075.3001945231,63009.9352400188,71978.3205616526,0.0220791661989049,0.0325331208249014,0.0698484348950478,0.051323588271597,89292.9734135442,88338.4332705991,84931.2092581681,86622.6944785088,0.889604169005475,0.837334395875493,0.650757825524761,0.743382058642015,19.4823503127003,18.6211470051401,11.7730947258827,13.5122773151008,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,60,0.00965,0.00961,0.5,90904,873,90467,1973515,21.71,FALSE,0,1957,0.93222124428549,0.0677787557145095,60,0.056720248441368,0.265559504421953,0.112563459621675,0.379562644882185,0.26215133390642,85335.6892842548,80283.7214984059,56129.1062054434,66750.9552754879,0.0241309152585407,0.0345425608208214,0.0843230233621743,0.0624323596799707,88283.9484893056,87342.0381502228,82838.5490454942,84818.9317168321,0.879345423707296,0.827287195895893,0.578384883189129,0.687838201600147,18.7083949089065,17.8951924693622,11.1848507705886,12.8408725811351,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,60,0.01101,0.01095,0.5,90030,986,89537,1883048,20.92,FALSE,0,1956,0.921880870683175,0.0781191293168249,61,0.056720248441368,0.265559504421953,0.112563459621675,0.379562644882185,0.26215133390642,84458.4391153052,79458.4055158541,55552.0994651838,66064.7560160209,0.0260816882670638,0.036377845895993,0.0856061341719244,0.0639582858538462,87201.7238776319,86279.8368120105,81872.0835646484,83810.3669595042,0.869591558664681,0.818110770520035,0.571969329140378,0.680208570730769,17.9421552984003,17.1771726617405,10.6699829861618,12.2241000315452,NA,NA,NA,NA,NA,NA,NA,NA,NA
