"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82"
0.999163000540988,0.997499208933438,0.995651685737325,0.993671467505027,0.991558554236544,0.98908838510141,0.986342618583429,0.983464157029264,0.980371341955108,0.976900856393349,0.972940419928753,0.968459410629893,0.963743633190091,0.958639977952209,0.952964713327685,0.946656595453664,0.939797282813951,0.932049934162847,0.923292061774643,0.913942165378844,0.904081903459258,0.893170288560667,0.880870479437373,0.867325378436036,0.85279016831855,0.837366922189672,0.820953566944646,0.803866529208219,0.785860833528973,0.766262797415509,0.744582469964989,0.720421766068859,0.692218967224326,0.659800549153304,0.623493145791016,0.582949708581286,0.538935785809797,0.492563974318407,0.444150700731864,0.393512233461605,1.60295603711378,0.0540935192658385,0.0540935192658385,0.0540935192658385,0.0540935192658385,0.0540935192658385,0.0304868329983916,0.0304868329983916,0.0304868329983916,0.0304868329983916,0.0304868329983916,0.0616969833549555,0.0616969833549555,0.0616969833549555,0.0616969833549555,0.0616969833549555,0.0465816614839597,0.0465816614839597,0.0465816614839597,0.0465816614839597,0.0465816614839597,0.063397213579192,0.063397213579192,0.063397213579192,0.063397213579192,0.063397213579192,0.125314154346162,0.125314154346162,0.125314154346162,0.125314154346162,0.125314154346162,0.251105107358745,0.251105107358745,0.251105107358745,0.251105107358745,0.251105107358745,0.483824826507082,0.483824826507082,0.483824826507082,0.483824826507082,0.483824826507082,0.642820999327222
