"no","Agex","Agex_h","p11","p12","p13","p21","p22","p23","name"
"1","87","88","0.68656","0.14956","0.16388","0.08970","0.53661","0.37369","HRMadl"
"1","88","89","0.66730","0.15562","0.17708","0.08266","0.52462","0.39272","HRMadl"
"1","89","90","0.64730","0.16160","0.19110","0.07601","0.51185","0.41214","HRMadl"
"1","90","91","0.62660","0.16746","0.20594","0.06975","0.49835","0.43190","HRMadl"
"1","50","51","0.95616","0.04096","0.00288","0.35275","0.61897","0.02828","HRMgali"
"1","51","52","0.95411","0.04266","0.00323","0.34973","0.61982","0.03045","HRMgali"
"1","52","53","0.95196","0.04441","0.00363","0.34667","0.62055","0.03278","HRMgali"
"1","53","54","0.94970","0.04624","0.00407","0.34357","0.62115","0.03528","HRMgali"
"1","54","55","0.94731","0.04813","0.00456","0.34042","0.62161","0.03797","HRMgali"
"1","55","56","0.94480","0.05008","0.00512","0.33723","0.62192","0.04085","HRMgali"
"1","56","57","0.94215","0.05211","0.00574","0.33399","0.62206","0.04394","HRMgali"
"1","57","58","0.93935","0.05421","0.00643","0.33070","0.62204","0.04726","HRMgali"
"1","58","59","0.93640","0.05639","0.00721","0.32735","0.62182","0.05082","HRMgali"
"1","59","60","0.93328","0.05863","0.00808","0.32395","0.62142","0.05464","HRMgali"
"1","60","61","0.92998","0.06096","0.00906","0.32047","0.62080","0.05873","HRMgali"
"1","61","62","0.92650","0.06335","0.01015","0.31693","0.61996","0.06310","HRMgali"
"1","62","63","0.92280","0.06583","0.01137","0.31332","0.61889","0.06779","HRMgali"
"1","63","64","0.91889","0.06838","0.01274","0.30964","0.61756","0.07280","HRMgali"
"1","64","65","0.91474","0.07100","0.01426","0.30587","0.61597","0.07816","HRMgali"
"1","65","66","0.91033","0.07370","0.01596","0.30202","0.61409","0.08389","HRMgali"
"1","66","67","0.90565","0.07648","0.01787","0.29808","0.61192","0.09001","HRMgali"
"1","67","68","0.90068","0.07933","0.01999","0.29404","0.60943","0.09653","HRMgali"
"1","68","69","0.89540","0.08224","0.02236","0.28991","0.60660","0.10349","HRMgali"
"1","69","70","0.88977","0.08523","0.02500","0.28567","0.60343","0.11090","HRMgali"
"1","70","71","0.88378","0.08828","0.02794","0.28133","0.59989","0.11879","HRMgali"
"1","71","72","0.87740","0.09139","0.03122","0.27687","0.59596","0.12717","HRMgali"
"1","72","73","0.87059","0.09455","0.03486","0.27230","0.59162","0.13608","HRMgali"
"1","73","74","0.86333","0.09776","0.03892","0.26760","0.58686","0.14554","HRMgali"
"1","74","75","0.85558","0.10100","0.04342","0.26277","0.58167","0.15556","HRMgali"
"1","75","76","0.84731","0.10428","0.04842","0.25782","0.57601","0.16617","HRMgali"
"1","76","77","0.83847","0.10758","0.05395","0.25273","0.56988","0.17739","HRMgali"
"1","77","78","0.82904","0.11088","0.06009","0.24750","0.56327","0.18923","HRMgali"
"1","78","79","0.81896","0.11417","0.06687","0.24214","0.55615","0.20172","HRMgali"
"1","79","80","0.80820","0.11744","0.07436","0.23663","0.54851","0.21486","HRMgali"
"1","80","81","0.79671","0.12067","0.08262","0.23097","0.54035","0.22868","HRMgali"
"1","81","82","0.78445","0.12384","0.09172","0.22517","0.53165","0.24317","HRMgali"
"1","82","83","0.77137","0.12692","0.10171","0.21923","0.52242","0.25835","HRMgali"
"1","83","84","0.75743","0.12989","0.11268","0.21314","0.51264","0.27422","HRMgali"
"1","84","85","0.74259","0.13273","0.12468","0.20691","0.50232","0.29077","HRMgali"
"1","85","86","0.72680","0.13541","0.13779","0.20054","0.49147","0.30799","HRMgali"
"1","86","87","0.71005","0.13789","0.15207","0.19404","0.48008","0.32588","HRMgali"
"1","87","88","0.69229","0.14014","0.16757","0.18742","0.46818","0.34440","HRMgali"
"1","88","89","0.67350","0.14213","0.18437","0.18068","0.45577","0.36355","HRMgali"
"1","89","90","0.65367","0.14382","0.20250","0.17383","0.44288","0.38328","HRMgali"
"1","90","91","0.63281","0.14518","0.22201","0.16689","0.42954","0.40356","HRMgali"
"1","50","51","0.89877","0.09825","0.00298","0.18332","0.80432","0.01236","HRMsr"
"1","51","52","0.89372","0.10294","0.00335","0.18644","0.80008","0.01349","HRMsr"
"1","52","53","0.88843","0.10782","0.00376","0.18956","0.79572","0.01472","HRMsr"
"1","53","54","0.88290","0.11289","0.00421","0.19270","0.79125","0.01605","HRMsr"
"1","54","55","0.87711","0.11816","0.00473","0.19583","0.78666","0.01751","HRMsr"
"1","55","56","0.87106","0.12363","0.00530","0.19895","0.78195","0.01909","HRMsr"
"1","56","57","0.86474","0.12931","0.00595","0.20207","0.77711","0.02082","HRMsr"
"1","57","58","0.85814","0.13520","0.00667","0.20517","0.77213","0.02270","HRMsr"
"1","58","59","0.85124","0.14129","0.00747","0.20825","0.76701","0.02474","HRMsr"
"1","59","60","0.84403","0.14760","0.00837","0.21130","0.76173","0.02696","HRMsr"
"1","60","61","0.83652","0.15411","0.00938","0.21432","0.75630","0.02938","HRMsr"
"1","61","62","0.82867","0.16083","0.01050","0.21729","0.75071","0.03200","HRMsr"
"1","62","63","0.82050","0.16775","0.01175","0.22021","0.74494","0.03485","HRMsr"
"1","63","64","0.81197","0.17488","0.01315","0.22306","0.73898","0.03795","HRMsr"
"1","64","65","0.80309","0.18220","0.01471","0.22585","0.73284","0.04131","HRMsr"
"1","65","66","0.79385","0.18971","0.01644","0.22856","0.72649","0.04496","HRMsr"
"1","66","67","0.78423","0.19739","0.01837","0.23117","0.71992","0.04891","HRMsr"
"1","67","68","0.77423","0.20525","0.02052","0.23368","0.71313","0.05319","HRMsr"
"1","68","69","0.76383","0.21326","0.02291","0.23607","0.70611","0.05782","HRMsr"
"1","69","70","0.75304","0.22140","0.02556","0.23833","0.69883","0.06284","HRMsr"
"1","70","71","0.74183","0.22967","0.02850","0.24045","0.69129","0.06826","HRMsr"
"1","71","72","0.73020","0.23803","0.03176","0.24240","0.68348","0.07412","HRMsr"
"1","72","73","0.71816","0.24647","0.03537","0.24418","0.67538","0.08044","HRMsr"
"1","73","74","0.70568","0.25495","0.03937","0.24576","0.66698","0.08727","HRMsr"
"1","74","75","0.69278","0.26344","0.04378","0.24713","0.65826","0.09461","HRMsr"
"1","75","76","0.67944","0.27192","0.04865","0.24827","0.64920","0.10252","HRMsr"
"1","76","77","0.66566","0.28033","0.05401","0.24917","0.63981","0.11102","HRMsr"
"1","77","78","0.65145","0.28864","0.05991","0.24979","0.63005","0.12015","HRMsr"
"1","78","79","0.63681","0.29680","0.06639","0.25013","0.61993","0.12994","HRMsr"
"1","79","80","0.62175","0.30476","0.07349","0.25017","0.60942","0.14042","HRMsr"
"1","80","81","0.60627","0.31246","0.08127","0.24987","0.59851","0.15162","HRMsr"
"1","81","82","0.59038","0.31985","0.08977","0.24923","0.58719","0.16357","HRMsr"
"1","82","83","0.57409","0.32687","0.09904","0.24823","0.57546","0.17631","HRMsr"
"1","83","84","0.55743","0.33344","0.10913","0.24684","0.56331","0.18985","HRMsr"
"1","84","85","0.54041","0.33952","0.12007","0.24506","0.55072","0.20422","HRMsr"
"1","85","86","0.52306","0.34501","0.13193","0.24286","0.53771","0.21943","HRMsr"
"1","86","87","0.50539","0.34987","0.14474","0.24023","0.52426","0.23551","HRMsr"
"1","87","88","0.48746","0.35401","0.15853","0.23716","0.51039","0.25245","HRMsr"
"1","88","89","0.46928","0.35737","0.17336","0.23364","0.49610","0.27026","HRMsr"
"1","89","90","0.45089","0.35988","0.18923","0.22968","0.48140","0.28892","HRMsr"
"1","90","91","0.43235","0.36148","0.20617","0.22525","0.46631","0.30843","HRMsr"
"1","50","51","0.99437","0.00439","0.00124","0.39544","0.60110","0.00346","ITFadl"
"1","51","52","0.99376","0.00486","0.00138","0.38475","0.61138","0.00387","ITFadl"
"1","52","53","0.99308","0.00538","0.00153","0.37420","0.62147","0.00434","ITFadl"
"1","53","54","0.99234","0.00596","0.00170","0.36378","0.63136","0.00485","ITFadl"
"1","54","55","0.99151","0.00660","0.00189","0.35351","0.64106","0.00543","ITFadl"
"1","55","56","0.99059","0.00731","0.00210","0.34339","0.65054","0.00607","ITFadl"
"1","56","57","0.98958","0.00809","0.00233","0.33341","0.65980","0.00679","ITFadl"
"1","57","58","0.98846","0.00895","0.00259","0.32359","0.66882","0.00759","ITFadl"
"1","58","59","0.98723","0.00990","0.00288","0.31393","0.67759","0.00848","ITFadl"
"1","59","60","0.98586","0.01095","0.00319","0.30443","0.68610","0.00947","ITFadl"
"1","60","61","0.98435","0.01211","0.00355","0.29508","0.69434","0.01058","ITFadl"
"1","61","62","0.98268","0.01339","0.00394","0.28590","0.70229","0.01181","ITFadl"
"1","62","63","0.98083","0.01480","0.00437","0.27688","0.70995","0.01317","ITFadl"
"1","63","64","0.97880","0.01635","0.00485","0.26802","0.71728","0.01469","ITFadl"
"1","64","65","0.97655","0.01806","0.00539","0.25933","0.72429","0.01638","ITFadl"
"1","65","66","0.97407","0.01995","0.00599","0.25079","0.73095","0.01826","ITFadl"
"1","66","67","0.97134","0.02202","0.00665","0.24242","0.73724","0.02034","ITFadl"
"1","67","68","0.96832","0.02430","0.00738","0.23421","0.74314","0.02265","ITFadl"
"1","68","69","0.96500","0.02681","0.00819","0.22615","0.74863","0.02522","ITFadl"
"1","69","70","0.96135","0.02956","0.00909","0.21825","0.75369","0.02806","ITFadl"
"1","70","71","0.95733","0.03258","0.01010","0.21050","0.75829","0.03121","ITFadl"
"1","71","72","0.95291","0.03589","0.01121","0.20290","0.76240","0.03469","ITFadl"
"1","72","73","0.94805","0.03951","0.01244","0.19545","0.76600","0.03855","ITFadl"
"1","73","74","0.94271","0.04348","0.01381","0.18815","0.76904","0.04281","ITFadl"
"1","74","75","0.93686","0.04781","0.01532","0.18098","0.77150","0.04752","ITFadl"
"1","75","76","0.93045","0.05254","0.01701","0.17395","0.77334","0.05271","ITFadl"
"1","76","77","0.92343","0.05770","0.01887","0.16706","0.77451","0.05843","ITFadl"
"1","77","78","0.91575","0.06331","0.02094","0.16030","0.77497","0.06473","ITFadl"
"1","78","79","0.90737","0.06940","0.02323","0.15366","0.77467","0.07166","ITFadl"
"1","79","80","0.89823","0.07601","0.02576","0.14715","0.77357","0.07928","ITFadl"
"1","80","81","0.88827","0.08316","0.02857","0.14076","0.77161","0.08763","ITFadl"
"1","81","82","0.87745","0.09087","0.03168","0.13449","0.76874","0.09677","ITFadl"
"1","82","83","0.86570","0.09918","0.03511","0.12833","0.76489","0.10678","ITFadl"
"1","83","84","0.85298","0.10811","0.03891","0.12229","0.76002","0.11769","ITFadl"
"1","84","85","0.83923","0.11766","0.04311","0.11636","0.75406","0.12959","ITFadl"
"1","85","86","0.82440","0.12785","0.04775","0.11053","0.74695","0.14251","ITFadl"
"1","86","87","0.80844","0.13869","0.05287","0.10482","0.73864","0.15654","ITFadl"
"1","87","88","0.79133","0.15016","0.05851","0.09922","0.72907","0.17171","ITFadl"
"1","88","89","0.77303","0.16225","0.06472","0.09373","0.71820","0.18808","ITFadl"
"1","89","90","0.75351","0.17494","0.07155","0.08835","0.70597","0.20569","ITFadl"
"1","90","91","0.73277","0.18817","0.07906","0.08308","0.69235","0.22457","ITFadl"
"1","50","51","0.98127","0.01857","0.00015","0.35402","0.62015","0.02583","ITFgali"
"1","51","52","0.98008","0.01975","0.00017","0.34565","0.62717","0.02718","ITFgali"
"1","52","53","0.97881","0.02099","0.00019","0.33739","0.63402","0.02859","ITFgali"
"1","53","54","0.97747","0.02232","0.00022","0.32922","0.64071","0.03007","ITFgali"
"1","54","55","0.97604","0.02372","0.00024","0.32116","0.64722","0.03162","ITFgali"
"1","55","56","0.97452","0.02520","0.00027","0.31321","0.65356","0.03324","ITFgali"
"1","56","57","0.97291","0.02678","0.00031","0.30536","0.65971","0.03493","ITFgali"
"1","57","58","0.97121","0.02845","0.00035","0.29762","0.66568","0.03670","ITFgali"
"1","58","59","0.96939","0.03022","0.00039","0.29000","0.67145","0.03855","ITFgali"
"1","59","60","0.96747","0.03209","0.00044","0.28249","0.67703","0.04048","ITFgali"
"1","60","61","0.96543","0.03407","0.00050","0.27509","0.68242","0.04249","ITFgali"
"1","61","62","0.96326","0.03617","0.00057","0.26781","0.68759","0.04460","ITFgali"
"1","62","63","0.96096","0.03839","0.00065","0.26064","0.69256","0.04680","ITFgali"
"1","63","64","0.95852","0.04074","0.00074","0.25359","0.69732","0.04909","ITFgali"
"1","64","65","0.95592","0.04323","0.00085","0.24665","0.70186","0.05149","ITFgali"
"1","65","66","0.95316","0.04585","0.00098","0.23984","0.70618","0.05398","ITFgali"
"1","66","67","0.95023","0.04863","0.00114","0.23313","0.71028","0.05659","ITFgali"
"1","67","68","0.94711","0.05156","0.00133","0.22655","0.71415","0.05930","ITFgali"
"1","68","69","0.94378","0.05465","0.00156","0.22008","0.71779","0.06213","ITFgali"
"1","69","70","0.94024","0.05792","0.00185","0.21372","0.72119","0.06509","ITFgali"
"1","70","71","0.93645","0.06136","0.00220","0.20748","0.72436","0.06816","ITFgali"
"1","71","72","0.93239","0.06498","0.00263","0.20136","0.72728","0.07137","ITFgali"
"1","72","73","0.92803","0.06879","0.00318","0.19534","0.72995","0.07470","ITFgali"
"1","73","74","0.92333","0.07281","0.00386","0.18944","0.73238","0.07818","ITFgali"
"1","74","75","0.91826","0.07702","0.00473","0.18364","0.73455","0.08181","ITFgali"
"1","75","76","0.91274","0.08144","0.00582","0.17795","0.73646","0.08559","ITFgali"
"1","76","77","0.90672","0.08606","0.00721","0.17237","0.73811","0.08952","ITFgali"
"1","77","78","0.90011","0.09089","0.00899","0.16688","0.73950","0.09362","ITFgali"
"1","78","79","0.89280","0.09593","0.01127","0.16148","0.74062","0.09790","ITFgali"
"1","79","80","0.88465","0.10116","0.01420","0.15618","0.74146","0.10236","ITFgali"
"1","80","81","0.87549","0.10656","0.01795","0.15095","0.74203","0.10702","ITFgali"
"1","81","82","0.86511","0.11212","0.02277","0.14580","0.74231","0.11189","ITFgali"
"1","82","83","0.85325","0.11778","0.02897","0.14072","0.74231","0.11697","ITFgali"
"1","83","84","0.83957","0.12351","0.03692","0.13568","0.74202","0.12230","ITFgali"
"1","84","85","0.82368","0.12921","0.04711","0.13069","0.74143","0.12788","ITFgali"
"1","85","86","0.80509","0.13480","0.06011","0.12571","0.74054","0.13375","ITFgali"
"1","86","87","0.78326","0.14013","0.07661","0.12074","0.73934","0.13992","ITFgali"
"1","87","88","0.75754","0.14502","0.09744","0.11576","0.73782","0.14642","ITFgali"
"1","88","89","0.72726","0.14925","0.12348","0.11073","0.73598","0.15329","ITFgali"
"1","89","90","0.69175","0.15256","0.15569","0.10564","0.73381","0.16055","ITFgali"
"1","90","91","0.65042","0.15463","0.19496","0.10047","0.73130","0.16823","ITFgali"
"1","50","51","0.93308","0.06536","0.00156","0.28201","0.71683","0.00117","ITFsr"
"1","51","52","0.92933","0.06898","0.00169","0.27235","0.72632","0.00132","ITFsr"
"1","52","53","0.92540","0.07278","0.00182","0.26292","0.73557","0.00151","ITFsr"
"1","53","54","0.92126","0.07677","0.00197","0.25371","0.74458","0.00171","ITFsr"
"1","54","55","0.91692","0.08096","0.00212","0.24473","0.75333","0.00195","ITFsr"
"1","55","56","0.91236","0.08535","0.00229","0.23596","0.76182","0.00222","ITFsr"
"1","56","57","0.90757","0.08995","0.00248","0.22742","0.77005","0.00252","ITFsr"
"1","57","58","0.90256","0.09477","0.00268","0.21911","0.77802","0.00287","ITFsr"
"1","58","59","0.89730","0.09981","0.00289","0.21101","0.78572","0.00327","ITFsr"
"1","59","60","0.89179","0.10509","0.00312","0.20313","0.79314","0.00373","ITFsr"
"1","60","61","0.88601","0.11061","0.00337","0.19547","0.80028","0.00425","ITFsr"
"1","61","62","0.87997","0.11638","0.00365","0.18802","0.80714","0.00484","ITFsr"
"1","62","63","0.87365","0.12241","0.00394","0.18079","0.81370","0.00552","ITFsr"
"1","63","64","0.86705","0.12869","0.00426","0.17376","0.81996","0.00629","ITFsr"
"1","64","65","0.86014","0.13525","0.00461","0.16693","0.82591","0.00716","ITFsr"
"1","65","66","0.85293","0.14208","0.00499","0.16031","0.83153","0.00816","ITFsr"
"1","66","67","0.84541","0.14919","0.00540","0.15388","0.83682","0.00930","ITFsr"
"1","67","68","0.83756","0.15659","0.00585","0.14764","0.84177","0.01059","ITFsr"
"1","68","69","0.82938","0.16428","0.00633","0.14159","0.84634","0.01207","ITFsr"
"1","69","70","0.82087","0.17226","0.00687","0.13573","0.85053","0.01374","ITFsr"
"1","70","71","0.81201","0.18054","0.00745","0.13004","0.85431","0.01565","ITFsr"
"1","71","72","0.80280","0.18911","0.00809","0.12453","0.85766","0.01781","ITFsr"
"1","72","73","0.79323","0.19798","0.00879","0.11918","0.86055","0.02027","ITFsr"
"1","73","74","0.78330","0.20715","0.00955","0.11400","0.86293","0.02306","ITFsr"
"1","74","75","0.77300","0.21660","0.01040","0.10898","0.86479","0.02623","ITFsr"
"1","75","76","0.76233","0.22634","0.01133","0.10411","0.86607","0.02982","ITFsr"
"1","76","77","0.75129","0.23635","0.01236","0.09939","0.86672","0.03389","ITFsr"
"1","77","78","0.73988","0.24662","0.01350","0.09481","0.86670","0.03849","ITFsr"
"1","78","79","0.72809","0.25714","0.01477","0.09037","0.86593","0.04369","ITFsr"
"1","79","80","0.71593","0.26790","0.01617","0.08606","0.86437","0.04957","ITFsr"
"1","80","81","0.70340","0.27886","0.01774","0.08188","0.86192","0.05620","ITFsr"
"1","81","82","0.69050","0.29001","0.01949","0.07782","0.85851","0.06366","ITFsr"
"1","82","83","0.67725","0.30132","0.02144","0.07388","0.85406","0.07206","ITFsr"
"1","83","84","0.66364","0.31274","0.02362","0.07005","0.84846","0.08148","ITFsr"
"1","84","85","0.64969","0.32424","0.02607","0.06633","0.84163","0.09204","ITFsr"
"1","85","86","0.63541","0.33577","0.02882","0.06271","0.83345","0.10384","ITFsr"
"1","86","87","0.62082","0.34728","0.03190","0.05919","0.82381","0.11700","ITFsr"
"1","87","88","0.60592","0.35871","0.03537","0.05577","0.81260","0.13163","ITFsr"
"1","88","89","0.59073","0.36999","0.03927","0.05244","0.79972","0.14784","ITFsr"
"1","89","90","0.57528","0.38106","0.04366","0.04920","0.78505","0.16575","ITFsr"
"1","90","91","0.55959","0.39183","0.04858","0.04605","0.76849","0.18546","ITFsr"
"1","50","51","0.99149","0.00738","0.00113","0.32476","0.66232","0.01292","ITMadl"
"1","51","52","0.99086","0.00786","0.00128","0.32104","0.66512","0.01384","ITMadl"
"1","52","53","0.99017","0.00837","0.00145","0.31732","0.66785","0.01483","ITMadl"
"1","53","54","0.98943","0.00892","0.00165","0.31361","0.67051","0.01589","ITMadl"
"1","54","55","0.98863","0.00949","0.00188","0.30990","0.67308","0.01702","ITMadl"
"1","55","56","0.98776","0.01011","0.00213","0.30621","0.67557","0.01823","ITMadl"
"1","56","57","0.98682","0.01076","0.00242","0.30251","0.67796","0.01952","ITMadl"
"1","57","58","0.98580","0.01145","0.00275","0.29883","0.68027","0.02091","ITMadl"
"1","58","59","0.98469","0.01219","0.00312","0.29514","0.68247","0.02239","ITMadl"
"1","59","60","0.98348","0.01297","0.00355","0.29146","0.68457","0.02397","ITMadl"
"1","60","61","0.98217","0.01380","0.00403","0.28778","0.68656","0.02567","ITMadl"
"1","61","62","0.98074","0.01469","0.00457","0.28410","0.68843","0.02748","ITMadl"
"1","62","63","0.97918","0.01562","0.00519","0.28041","0.69018","0.02941","ITMadl"
"1","63","64","0.97749","0.01662","0.00590","0.27673","0.69179","0.03148","ITMadl"
"1","64","65","0.97564","0.01767","0.00669","0.27304","0.69328","0.03369","ITMadl"
"1","65","66","0.97362","0.01879","0.00759","0.26934","0.69462","0.03605","ITMadl"
"1","66","67","0.97141","0.01997","0.00862","0.26563","0.69580","0.03857","ITMadl"
"1","67","68","0.96900","0.02122","0.00978","0.26192","0.69683","0.04125","ITMadl"
"1","68","69","0.96636","0.02255","0.01109","0.25819","0.69769","0.04412","ITMadl"
"1","69","70","0.96346","0.02395","0.01258","0.25445","0.69837","0.04719","ITMadl"
"1","70","71","0.96030","0.02544","0.01427","0.25069","0.69886","0.05045","ITMadl"
"1","71","72","0.95682","0.02700","0.01617","0.24691","0.69915","0.05394","ITMadl"
"1","72","73","0.95302","0.02865","0.01833","0.24311","0.69924","0.05765","ITMadl"
"1","73","74","0.94884","0.03040","0.02077","0.23929","0.69910","0.06161","ITMadl"
"1","74","75","0.94425","0.03223","0.02352","0.23543","0.69874","0.06583","ITMadl"
"1","75","76","0.93921","0.03416","0.02663","0.23155","0.69813","0.07032","ITMadl"
"1","76","77","0.93368","0.03618","0.03013","0.22764","0.69727","0.07510","ITMadl"
"1","77","78","0.92761","0.03831","0.03409","0.22369","0.69613","0.08018","ITMadl"
"1","78","79","0.92094","0.04053","0.03854","0.21970","0.69472","0.08559","ITMadl"
"1","79","80","0.91361","0.04285","0.04354","0.21566","0.69300","0.09133","ITMadl"
"1","80","81","0.90556","0.04527","0.04917","0.21158","0.69098","0.09744","ITMadl"
"1","81","82","0.89674","0.04778","0.05548","0.20745","0.68863","0.10392","ITMadl"
"1","82","83","0.88706","0.05039","0.06255","0.20326","0.68595","0.11080","ITMadl"
"1","83","84","0.87645","0.05309","0.07047","0.19901","0.68290","0.11808","ITMadl"
"1","84","85","0.86483","0.05586","0.07930","0.19470","0.67949","0.12581","ITMadl"
"1","85","86","0.85213","0.05871","0.08916","0.19033","0.67569","0.13398","ITMadl"
"1","86","87","0.83827","0.06162","0.10011","0.18589","0.67149","0.14262","ITMadl"
"1","87","88","0.82316","0.06457","0.11227","0.18137","0.66687","0.15176","ITMadl"
"1","88","89","0.80673","0.06755","0.12571","0.17678","0.66182","0.16140","ITMadl"
"1","89","90","0.78891","0.07054","0.14055","0.17211","0.65633","0.17156","ITMadl"
"1","90","91","0.76962","0.07352","0.15686","0.16736","0.65037","0.18227","ITMadl"
"1","50","51","0.97725","0.02176","0.00098","0.38183","0.60955","0.00863","ITMgali"
"1","51","52","0.97609","0.02279","0.00111","0.37481","0.61576","0.00944","ITMgali"
"1","52","53","0.97487","0.02387","0.00126","0.36783","0.62185","0.01032","ITMgali"
"1","53","54","0.97357","0.02500","0.00143","0.36090","0.62781","0.01129","ITMgali"
"1","54","55","0.97221","0.02618","0.00161","0.35402","0.63364","0.01234","ITMgali"
"1","55","56","0.97076","0.02741","0.00183","0.34719","0.63932","0.01349","ITMgali"
"1","56","57","0.96924","0.02869","0.00207","0.34040","0.64485","0.01475","ITMgali"
"1","57","58","0.96763","0.03003","0.00234","0.33366","0.65022","0.01612","ITMgali"
"1","58","59","0.96592","0.03143","0.00264","0.32697","0.65542","0.01760","ITMgali"
"1","59","60","0.96412","0.03289","0.00299","0.32033","0.66044","0.01923","ITMgali"
"1","60","61","0.96221","0.03441","0.00338","0.31374","0.66527","0.02099","ITMgali"
"1","61","62","0.96018","0.03599","0.00382","0.30719","0.66989","0.02292","ITMgali"
"1","62","63","0.95803","0.03765","0.00432","0.30069","0.67430","0.02501","ITMgali"
"1","63","64","0.95575","0.03936","0.00489","0.29424","0.67848","0.02729","ITMgali"
"1","64","65","0.95333","0.04115","0.00552","0.28783","0.68241","0.02976","ITMgali"
"1","65","66","0.95075","0.04301","0.00624","0.28146","0.68609","0.03245","ITMgali"
"1","66","67","0.94800","0.04494","0.00705","0.27513","0.68949","0.03537","ITMgali"
"1","67","68","0.94508","0.04695","0.00797","0.26885","0.69260","0.03855","ITMgali"
"1","68","69","0.94196","0.04904","0.00900","0.26261","0.69540","0.04199","ITMgali"
"1","69","70","0.93863","0.05120","0.01017","0.25640","0.69787","0.04573","ITMgali"
"1","70","71","0.93508","0.05344","0.01148","0.25023","0.70000","0.04977","ITMgali"
"1","71","72","0.93128","0.05576","0.01296","0.24409","0.70175","0.05416","ITMgali"
"1","72","73","0.92721","0.05816","0.01463","0.23799","0.70310","0.05891","ITMgali"
"1","73","74","0.92285","0.06064","0.01651","0.23192","0.70404","0.06404","ITMgali"
"1","74","75","0.91818","0.06320","0.01862","0.22587","0.70453","0.06960","ITMgali"
"1","75","76","0.91316","0.06584","0.02100","0.21985","0.70455","0.07559","ITMgali"
"1","76","77","0.90778","0.06855","0.02368","0.21386","0.70408","0.08207","ITMgali"
"1","77","78","0.90199","0.07133","0.02668","0.20789","0.70307","0.08904","ITMgali"
"1","78","79","0.89576","0.07418","0.03006","0.20193","0.70151","0.09656","ITMgali"
"1","79","80","0.88906","0.07710","0.03384","0.19600","0.69936","0.10464","ITMgali"
"1","80","81","0.88184","0.08008","0.03809","0.19008","0.69660","0.11332","ITMgali"
"1","81","82","0.87406","0.08310","0.04284","0.18418","0.69318","0.12265","ITMgali"
"1","82","83","0.86567","0.08617","0.04816","0.17829","0.68908","0.13264","ITMgali"
"1","83","84","0.85663","0.08928","0.05410","0.17241","0.68426","0.14333","ITMgali"
"1","84","85","0.84687","0.09240","0.06073","0.16654","0.67871","0.15475","ITMgali"
"1","85","86","0.83636","0.09552","0.06812","0.16068","0.67237","0.16694","ITMgali"
"1","86","87","0.82502","0.09864","0.07634","0.15484","0.66524","0.17992","ITMgali"
"1","87","88","0.81280","0.10173","0.08547","0.14900","0.65728","0.19372","ITMgali"
"1","88","89","0.79965","0.10476","0.09559","0.14318","0.64847","0.20835","ITMgali"
"1","89","90","0.78549","0.10772","0.10679","0.13737","0.63879","0.22384","ITMgali"
"1","90","91","0.77027","0.11057","0.11915","0.13158","0.62822","0.24020","ITMgali"
"1","50","51","0.93799","0.06108","0.00094","0.22138","0.77560","0.00301","ITMsr"
"1","51","52","0.93485","0.06409","0.00106","0.21832","0.77832","0.00336","ITMsr"
"1","52","53","0.93157","0.06723","0.00119","0.21528","0.78098","0.00374","ITMsr"
"1","53","54","0.92813","0.07052","0.00135","0.21225","0.78358","0.00417","ITMsr"
"1","54","55","0.92452","0.07396","0.00152","0.20924","0.78611","0.00465","ITMsr"
"1","55","56","0.92073","0.07755","0.00172","0.20625","0.78857","0.00518","ITMsr"
"1","56","57","0.91676","0.08130","0.00194","0.20327","0.79096","0.00577","ITMsr"
"1","57","58","0.91260","0.08522","0.00218","0.20031","0.79327","0.00643","ITMsr"
"1","58","59","0.90823","0.08930","0.00246","0.19735","0.79549","0.00716","ITMsr"
"1","59","60","0.90366","0.09356","0.00278","0.19441","0.79761","0.00797","ITMsr"
"1","60","61","0.89887","0.09800","0.00314","0.19149","0.79964","0.00888","ITMsr"
"1","61","62","0.89385","0.10262","0.00354","0.18857","0.80155","0.00989","ITMsr"
"1","62","63","0.88859","0.10743","0.00399","0.18565","0.80334","0.01101","ITMsr"
"1","63","64","0.88308","0.11243","0.00450","0.18275","0.80499","0.01226","ITMsr"
"1","64","65","0.87730","0.11763","0.00507","0.17985","0.80651","0.01364","ITMsr"
"1","65","66","0.87126","0.12303","0.00571","0.17695","0.80787","0.01518","ITMsr"
"1","66","67","0.86493","0.12863","0.00644","0.17406","0.80905","0.01690","ITMsr"
"1","67","68","0.85830","0.13444","0.00725","0.17116","0.81004","0.01880","ITMsr"
"1","68","69","0.85137","0.14046","0.00817","0.16826","0.81083","0.02091","ITMsr"
"1","69","70","0.84411","0.14669","0.00920","0.16535","0.81139","0.02325","ITMsr"
"1","70","71","0.83651","0.15313","0.01036","0.16244","0.81170","0.02586","ITMsr"
"1","71","72","0.82857","0.15977","0.01166","0.15952","0.81174","0.02874","ITMsr"
"1","72","73","0.82026","0.16662","0.01313","0.15659","0.81148","0.03194","ITMsr"
"1","73","74","0.81157","0.17366","0.01477","0.15364","0.81088","0.03548","ITMsr"
"1","74","75","0.80249","0.18090","0.01661","0.15067","0.80993","0.03940","ITMsr"
"1","75","76","0.79300","0.18833","0.01867","0.14768","0.80858","0.04374","ITMsr"
