"no","Agex","Agex_h","p11","p12","p13","p21","p22","p23","name"
"1","54","55","0.91712","0.08158","0.00130","0.15018","0.84361","0.00620","DEFsr"
"1","55","56","0.91406","0.08454","0.00140","0.14732","0.84592","0.00676","DEFsr"
"1","56","57","0.91090","0.08759","0.00151","0.14450","0.84815","0.00736","DEFsr"
"1","57","58","0.90763","0.09075","0.00162","0.14171","0.85028","0.00801","DEFsr"
"1","58","59","0.90425","0.09400","0.00175","0.13896","0.85232","0.00872","DEFsr"
"1","59","60","0.90076","0.09736","0.00188","0.13625","0.85425","0.00950","DEFsr"
"1","60","61","0.89715","0.10083","0.00202","0.13357","0.85609","0.01034","DEFsr"
"1","61","62","0.89342","0.10440","0.00218","0.13093","0.85782","0.01126","DEFsr"
"1","62","63","0.88956","0.10809","0.00235","0.12832","0.85943","0.01225","DEFsr"
"1","63","64","0.88558","0.11189","0.00253","0.12574","0.86092","0.01334","DEFsr"
"1","64","65","0.88147","0.11580","0.00273","0.12320","0.86228","0.01452","DEFsr"
"1","65","66","0.87723","0.11982","0.00294","0.12069","0.86351","0.01580","DEFsr"
"1","66","67","0.87285","0.12397","0.00317","0.11821","0.86460","0.01719","DEFsr"
"1","67","68","0.86834","0.12824","0.00343","0.11576","0.86554","0.01870","DEFsr"
"1","68","69","0.86368","0.13263","0.00370","0.11334","0.86632","0.02034","DEFsr"
"1","69","70","0.85887","0.13714","0.00399","0.11095","0.86693","0.02212","DEFsr"
"1","70","71","0.85392","0.14177","0.00431","0.10859","0.86735","0.02405","DEFsr"
"1","71","72","0.84881","0.14653","0.00466","0.10626","0.86759","0.02615","DEFsr"
"1","72","73","0.84355","0.15142","0.00503","0.10395","0.86762","0.02843","DEFsr"
"1","73","74","0.83813","0.15643","0.00544","0.10167","0.86743","0.03090","DEFsr"
"1","74","75","0.83255","0.16157","0.00588","0.09941","0.86701","0.03358","DEFsr"
"1","75","76","0.82680","0.16684","0.00636","0.09717","0.86634","0.03648","DEFsr"
"1","76","77","0.82089","0.17223","0.00688","0.09496","0.86541","0.03963","DEFsr"
"1","77","78","0.81480","0.17775","0.00745","0.09277","0.86420","0.04304","DEFsr"
"1","78","79","0.80855","0.18339","0.00807","0.09060","0.86268","0.04672","DEFsr"
"1","79","80","0.80211","0.18915","0.00874","0.08845","0.86084","0.05071","DEFsr"
"1","80","81","0.79550","0.19503","0.00947","0.08632","0.85866","0.05503","DEFsr"
"1","81","82","0.78871","0.20102","0.01027","0.08420","0.85611","0.05969","DEFsr"
"1","82","83","0.78174","0.20713","0.01113","0.08210","0.85317","0.06472","DEFsr"
"1","83","84","0.77458","0.21335","0.01207","0.08002","0.84982","0.07015","DEFsr"
"1","84","85","0.76724","0.21966","0.01310","0.07796","0.84603","0.07601","DEFsr"
"1","85","86","0.75971","0.22608","0.01422","0.07590","0.84177","0.08233","DEFsr"
"1","86","87","0.75199","0.23258","0.01543","0.07387","0.83701","0.08912","DEFsr"
"1","87","88","0.74407","0.23917","0.01676","0.07184","0.83173","0.09644","DEFsr"
"1","88","89","0.73597","0.24582","0.01820","0.06982","0.82588","0.10429","DEFsr"
"1","89","90","0.72768","0.25254","0.01978","0.06782","0.81945","0.11273","DEFsr"
"1","90","91","0.71920","0.25932","0.02149","0.06583","0.81240","0.12177","DEFsr"
"1","50","51","0.97303","0.01343","0.01354","0.43685","0.55500","0.00815","DEMadl"
"1","51","52","0.97223","0.01438","0.01339","0.42043","0.57061","0.00896","DEMadl"
"1","52","53","0.97136","0.01539","0.01325","0.40425","0.58586","0.00989","DEMadl"
"1","53","54","0.97042","0.01647","0.01311","0.38833","0.60071","0.01095","DEMadl"
"1","54","55","0.96941","0.01761","0.01298","0.37269","0.61514","0.01217","DEMadl"
"1","55","56","0.96833","0.01883","0.01285","0.35735","0.62909","0.01356","DEMadl"
"1","56","57","0.96716","0.02013","0.01272","0.34232","0.64254","0.01514","DEMadl"
"1","57","58","0.96591","0.02150","0.01259","0.32763","0.65544","0.01693","DEMadl"
"1","58","59","0.96456","0.02297","0.01247","0.31329","0.66776","0.01896","DEMadl"
"1","59","60","0.96312","0.02453","0.01235","0.29929","0.67946","0.02125","DEMadl"
"1","60","61","0.96158","0.02618","0.01224","0.28567","0.69050","0.02383","DEMadl"
"1","61","62","0.95992","0.02794","0.01214","0.27241","0.70085","0.02674","DEMadl"
"1","62","63","0.95816","0.02980","0.01204","0.25952","0.71047","0.03001","DEMadl"
"1","63","64","0.95627","0.03178","0.01195","0.24701","0.71930","0.03368","DEMadl"
"1","64","65","0.95425","0.03387","0.01187","0.23488","0.72732","0.03780","DEMadl"
"1","65","66","0.95210","0.03609","0.01181","0.22313","0.73447","0.04240","DEMadl"
"1","66","67","0.94981","0.03843","0.01176","0.21175","0.74070","0.04755","DEMadl"
"1","67","68","0.94736","0.04092","0.01172","0.20074","0.74596","0.05329","DEMadl"
"1","68","69","0.94476","0.04354","0.01171","0.19011","0.75021","0.05969","DEMadl"
"1","69","70","0.94198","0.04630","0.01171","0.17983","0.75337","0.06680","DEMadl"
"1","70","71","0.93903","0.04922","0.01175","0.16991","0.75539","0.07470","DEMadl"
"1","71","72","0.93589","0.05229","0.01181","0.16034","0.75620","0.08345","DEMadl"
"1","72","73","0.93256","0.05552","0.01192","0.15112","0.75575","0.09313","DEMadl"
"1","73","74","0.92901","0.05892","0.01206","0.14223","0.75395","0.10381","DEMadl"
"1","74","75","0.92525","0.06249","0.01226","0.13367","0.75075","0.11558","DEMadl"
"1","75","76","0.92126","0.06622","0.01252","0.12544","0.74606","0.12850","DEMadl"
"1","76","77","0.91703","0.07013","0.01284","0.11752","0.73983","0.14265","DEMadl"
"1","77","78","0.91254","0.07422","0.01324","0.10991","0.73198","0.15811","DEMadl"
"1","78","79","0.90779","0.07848","0.01374","0.10260","0.72245","0.17495","DEMadl"
"1","79","80","0.90276","0.08291","0.01434","0.09559","0.71119","0.19323","DEMadl"
"1","80","81","0.89743","0.08751","0.01506","0.08887","0.69815","0.21299","DEMadl"
"1","81","82","0.89181","0.09227","0.01592","0.08243","0.68330","0.23427","DEMadl"
"1","82","83","0.88587","0.09720","0.01693","0.07628","0.66663","0.25709","DEMadl"
"1","83","84","0.87959","0.10228","0.01813","0.07040","0.64814","0.28146","DEMadl"
"1","84","85","0.87298","0.10749","0.01953","0.06480","0.62786","0.30734","DEMadl"
"1","85","86","0.86600","0.11284","0.02115","0.05947","0.60584","0.33469","DEMadl"
"1","86","87","0.85866","0.11831","0.02304","0.05441","0.58217","0.36342","DEMadl"
"1","87","88","0.85093","0.12387","0.02520","0.04962","0.55697","0.39341","DEMadl"
"1","88","89","0.84280","0.12952","0.02768","0.04510","0.53038","0.42452","DEMadl"
"1","89","90","0.83427","0.13523","0.03049","0.04085","0.50259","0.45657","DEMadl"
"1","90","91","0.82532","0.14100","0.03369","0.03686","0.47380","0.48934","DEMadl"
"1","50","51","0.95339","0.03756","0.00905","0.21424","0.76971","0.01605","DEMgali"
"1","51","52","0.95212","0.03891","0.00897","0.21310","0.76949","0.01742","DEMgali"
"1","52","53","0.95079","0.04031","0.00890","0.21193","0.76916","0.01891","DEMgali"
"1","53","54","0.94942","0.04175","0.00883","0.21075","0.76873","0.02053","DEMgali"
"1","54","55","0.94799","0.04325","0.00876","0.20954","0.76817","0.02229","DEMgali"
"1","55","56","0.94651","0.04479","0.00870","0.20831","0.76748","0.02420","DEMgali"
"1","56","57","0.94497","0.04639","0.00865","0.20706","0.76666","0.02629","DEMgali"
"1","57","58","0.94337","0.04803","0.00860","0.20578","0.76568","0.02855","DEMgali"
"1","58","59","0.94172","0.04973","0.00855","0.20447","0.76453","0.03100","DEMgali"
"1","59","60","0.94000","0.05148","0.00852","0.20313","0.76321","0.03367","DEMgali"
"1","60","61","0.93822","0.05329","0.00849","0.20175","0.76169","0.03656","DEMgali"
"1","61","62","0.93637","0.05516","0.00847","0.20034","0.75996","0.03970","DEMgali"
"1","62","63","0.93446","0.05708","0.00846","0.19889","0.75801","0.04310","DEMgali"
"1","63","64","0.93248","0.05906","0.00846","0.19740","0.75581","0.04679","DEMgali"
"1","64","65","0.93043","0.06111","0.00847","0.19586","0.75336","0.05078","DEMgali"
"1","65","66","0.92830","0.06321","0.00849","0.19428","0.75062","0.05510","DEMgali"
"1","66","67","0.92610","0.06537","0.00853","0.19264","0.74758","0.05978","DEMgali"
"1","67","68","0.92381","0.06760","0.00859","0.19095","0.74421","0.06484","DEMgali"
"1","68","69","0.92145","0.06988","0.00866","0.18920","0.74050","0.07030","DEMgali"
"1","69","70","0.91901","0.07223","0.00876","0.18739","0.73641","0.07620","DEMgali"
"1","70","71","0.91648","0.07465","0.00888","0.18551","0.73193","0.08256","DEMgali"
"1","71","72","0.91386","0.07712","0.00902","0.18356","0.72702","0.08942","DEMgali"
"1","72","73","0.91115","0.07966","0.00919","0.18153","0.72167","0.09680","DEMgali"
"1","73","74","0.90835","0.08226","0.00939","0.17943","0.71583","0.10474","DEMgali"
"1","74","75","0.90545","0.08492","0.00963","0.17724","0.70948","0.11327","DEMgali"
"1","75","76","0.90245","0.08764","0.00991","0.17497","0.70260","0.12243","DEMgali"
"1","76","77","0.89935","0.09043","0.01022","0.17260","0.69516","0.13224","DEMgali"
"1","77","78","0.89615","0.09326","0.01059","0.17014","0.68712","0.14273","DEMgali"
"1","78","79","0.89284","0.09616","0.01100","0.16758","0.67847","0.15395","DEMgali"
"1","79","80","0.88942","0.09911","0.01148","0.16491","0.66917","0.16592","DEMgali"
"1","80","81","0.88588","0.10211","0.01201","0.16214","0.65920","0.17866","DEMgali"
"1","81","82","0.88223","0.10515","0.01262","0.15926","0.64853","0.19221","DEMgali"
"1","82","83","0.87846","0.10824","0.01330","0.15626","0.63716","0.20658","DEMgali"
"1","83","84","0.87457","0.11137","0.01406","0.15315","0.62506","0.22179","DEMgali"
"1","84","85","0.87055","0.11454","0.01491","0.14993","0.61222","0.23786","DEMgali"
"1","85","86","0.86641","0.11774","0.01586","0.14658","0.59863","0.25479","DEMgali"
"1","86","87","0.86213","0.12096","0.01691","0.14312","0.58430","0.27258","DEMgali"
"1","87","88","0.85771","0.12420","0.01809","0.13955","0.56923","0.29122","DEMgali"
"1","88","89","0.85316","0.12746","0.01938","0.13586","0.55344","0.31071","DEMgali"
"1","89","90","0.84847","0.13072","0.02081","0.13206","0.53694","0.33101","DEMgali"
"1","90","91","0.84363","0.13399","0.02238","0.12816","0.51976","0.35208","DEMgali"
"1","50","51","0.91336","0.08284","0.00379","0.09119","0.89802","0.01079","DEMsr"
"1","51","52","0.91099","0.08521","0.00381","0.09275","0.89556","0.01169","DEMsr"
"1","52","53","0.90855","0.08763","0.00382","0.09431","0.89302","0.01267","DEMsr"
"1","53","54","0.90604","0.09012","0.00384","0.09590","0.89038","0.01373","DEMsr"
"1","54","55","0.90347","0.09266","0.00387","0.09749","0.88764","0.01487","DEMsr"
"1","55","56","0.90083","0.09527","0.00390","0.09911","0.88478","0.01611","DEMsr"
"1","56","57","0.89813","0.09794","0.00393","0.10073","0.88182","0.01745","DEMsr"
"1","57","58","0.89535","0.10067","0.00397","0.10237","0.87873","0.01890","DEMsr"
"1","58","59","0.89251","0.10347","0.00402","0.10402","0.87551","0.02047","DEMsr"
"1","59","60","0.88959","0.10634","0.00407","0.10567","0.87216","0.02217","DEMsr"
"1","60","61","0.88660","0.10927","0.00413","0.10734","0.86866","0.02400","DEMsr"
"1","61","62","0.88354","0.11226","0.00420","0.10901","0.86500","0.02598","DEMsr"
"1","62","63","0.88040","0.11532","0.00428","0.11069","0.86118","0.02813","DEMsr"
"1","63","64","0.87718","0.11845","0.00437","0.11237","0.85719","0.03044","DEMsr"
"1","64","65","0.87388","0.12165","0.00447","0.11405","0.85301","0.03294","DEMsr"
"1","65","66","0.87051","0.12491","0.00458","0.11574","0.84863","0.03564","DEMsr"
"1","66","67","0.86705","0.12824","0.00471","0.11741","0.84404","0.03855","DEMsr"
"1","67","68","0.86351","0.13163","0.00485","0.11908","0.83923","0.04169","DEMsr"
"1","68","69","0.85989","0.13510","0.00502","0.12074","0.83418","0.04508","DEMsr"
"1","69","70","0.85618","0.13862","0.00520","0.12239","0.82889","0.04872","DEMsr"
"1","70","71","0.85238","0.14221","0.00540","0.12402","0.82333","0.05265","DEMsr"
"1","71","72","0.84850","0.14587","0.00563","0.12563","0.81749","0.05688","DEMsr"
"1","72","73","0.84453","0.14958","0.00589","0.12721","0.81135","0.06144","DEMsr"
"1","73","74","0.84047","0.15336","0.00618","0.12877","0.80490","0.06633","DEMsr"
"1","74","75","0.83631","0.15719","0.00650","0.13029","0.79813","0.07159","DEMsr"
"1","75","76","0.83207","0.16108","0.00685","0.13177","0.79100","0.07723","DEMsr"
"1","76","77","0.82773","0.16502","0.00725","0.13320","0.78351","0.08329","DEMsr"
"1","77","78","0.82329","0.16902","0.00769","0.13459","0.77563","0.08978","DEMsr"
"1","78","79","0.81876","0.17306","0.00818","0.13592","0.76735","0.09673","DEMsr"
"1","79","80","0.81413","0.17714","0.00872","0.13718","0.75865","0.10417","DEMsr"
"1","80","81","0.80941","0.18127","0.00933","0.13837","0.74950","0.11213","DEMsr"
"1","81","82","0.80458","0.18543","0.00999","0.13949","0.73990","0.12061","DEMsr"
"1","82","83","0.79965","0.18962","0.01073","0.14051","0.72982","0.12967","DEMsr"
"1","83","84","0.79462","0.19383","0.01155","0.14145","0.71925","0.13931","DEMsr"
"1","84","85","0.78949","0.19806","0.01245","0.14228","0.70816","0.14956","DEMsr"
"1","85","86","0.78425","0.20230","0.01344","0.14299","0.69656","0.16045","DEMsr"
"1","86","87","0.77891","0.20655","0.01453","0.14359","0.68441","0.17200","DEMsr"
"1","87","88","0.77346","0.21080","0.01574","0.14405","0.67172","0.18422","DEMsr"
"1","88","89","0.76791","0.21504","0.01706","0.14438","0.65847","0.19714","DEMsr"
"1","89","90","0.76224","0.21925","0.01850","0.14456","0.64467","0.21077","DEMsr"
"1","90","91","0.75647","0.22344","0.02009","0.14458","0.63030","0.22512","DEMsr"
"1","50","51","0.98520","0.01374","0.00106","0.32168","0.64190","0.03642","DKFadl"
"1","51","52","0.98454","0.01426","0.00120","0.31587","0.64601","0.03812","DKFadl"
"1","52","53","0.98384","0.01480","0.00136","0.31011","0.64999","0.03990","DKFadl"
"1","53","54","0.98310","0.01536","0.00154","0.30440","0.65385","0.04175","DKFadl"
"1","54","55","0.98232","0.01593","0.00175","0.29874","0.65758","0.04368","DKFadl"
"1","55","56","0.98149","0.01653","0.00198","0.29314","0.66118","0.04569","DKFadl"
"1","56","57","0.98060","0.01715","0.00225","0.28758","0.66464","0.04778","DKFadl"
"1","57","58","0.97966","0.01779","0.00255","0.28208","0.66795","0.04997","DKFadl"
"1","58","59","0.97866","0.01845","0.00289","0.27663","0.67112","0.05224","DKFadl"
"1","59","60","0.97759","0.01914","0.00328","0.27124","0.67415","0.05461","DKFadl"
"1","60","61","0.97644","0.01984","0.00372","0.26590","0.67702","0.05708","DKFadl"
"1","61","62","0.97521","0.02057","0.00422","0.26061","0.67974","0.05965","DKFadl"
"1","62","63","0.97389","0.02133","0.00479","0.25537","0.68230","0.06233","DKFadl"
"1","63","64","0.97246","0.02211","0.00543","0.25018","0.68470","0.06512","DKFadl"
"1","64","65","0.97092","0.02291","0.00617","0.24505","0.68693","0.06802","DKFadl"
"1","65","66","0.96926","0.02374","0.00700","0.23997","0.68899","0.07104","DKFadl"
"1","66","67","0.96745","0.02460","0.00795","0.23494","0.69088","0.07418","DKFadl"
"1","67","68","0.96550","0.02548","0.00902","0.22996","0.69259","0.07745","DKFadl"
"1","68","69","0.96337","0.02639","0.01025","0.22503","0.69412","0.08084","DKFadl"
"1","69","70","0.96104","0.02732","0.01163","0.22015","0.69547","0.08438","DKFadl"
"1","70","71","0.95851","0.02828","0.01321","0.21532","0.69662","0.08805","DKFadl"
"1","71","72","0.95573","0.02927","0.01500","0.21054","0.69759","0.09187","DKFadl"
"1","72","73","0.95269","0.03029","0.01703","0.20581","0.69835","0.09584","DKFadl"
"1","73","74","0.94935","0.03132","0.01933","0.20112","0.69892","0.09996","DKFadl"
"1","74","75","0.94567","0.03239","0.02194","0.19648","0.69928","0.10424","DKFadl"
"1","75","76","0.94163","0.03347","0.02490","0.19188","0.69943","0.10869","DKFadl"
"1","76","77","0.93717","0.03458","0.02825","0.18732","0.69937","0.11331","DKFadl"
"1","77","78","0.93225","0.03571","0.03204","0.18281","0.69909","0.11810","DKFadl"
"1","78","79","0.92681","0.03686","0.03633","0.17833","0.69859","0.12308","DKFadl"
"1","79","80","0.92081","0.03802","0.04118","0.17389","0.69787","0.12824","DKFadl"
"1","80","81","0.91416","0.03919","0.04665","0.16949","0.69692","0.13360","DKFadl"
"1","81","82","0.90680","0.04037","0.05283","0.16512","0.69573","0.13915","DKFadl"
"1","82","83","0.89867","0.04155","0.05978","0.16078","0.69431","0.14491","DKFadl"
"1","83","84","0.88966","0.04273","0.06761","0.15647","0.69265","0.15088","DKFadl"
"1","84","85","0.87970","0.04390","0.07639","0.15219","0.69075","0.15706","DKFadl"
"1","85","86","0.86870","0.04505","0.08625","0.14793","0.68860","0.16347","DKFadl"
"1","86","87","0.85655","0.04618","0.09727","0.14369","0.68621","0.17010","DKFadl"
"1","87","88","0.84315","0.04727","0.10958","0.13947","0.68355","0.17697","DKFadl"
"1","88","89","0.82840","0.04831","0.12328","0.13527","0.68065","0.18408","DKFadl"
"1","89","90","0.81221","0.04930","0.13849","0.13109","0.67748","0.19143","DKFadl"
"1","90","91","0.79446","0.05021","0.15533","0.12692","0.67405","0.19903","DKFadl"
"1","50","51","0.98057","0.01865","0.00078","0.40614","0.56445","0.02941","DKFgali"
"1","51","52","0.97962","0.01949","0.00089","0.39244","0.57607","0.03148","DKFgali"
"1","52","53","0.97861","0.02038","0.00101","0.37895","0.58737","0.03368","DKFgali"
"1","53","54","0.97756","0.02129","0.00115","0.36567","0.59832","0.03601","DKFgali"
"1","54","55","0.97645","0.02225","0.00130","0.35262","0.60891","0.03848","DKFgali"
"1","55","56","0.97529","0.02324","0.00148","0.33981","0.61911","0.04108","DKFgali"
"1","56","57","0.97406","0.02427","0.00168","0.32725","0.62891","0.04384","DKFgali"
"1","57","58","0.97276","0.02534","0.00190","0.31495","0.63830","0.04675","DKFgali"
"1","58","59","0.97140","0.02645","0.00216","0.30292","0.64726","0.04982","DKFgali"
"1","59","60","0.96995","0.02760","0.00245","0.29116","0.65577","0.05306","DKFgali"
"1","60","61","0.96843","0.02879","0.00278","0.27969","0.66383","0.05648","DKFgali"
"1","61","62","0.96681","0.03003","0.00315","0.26849","0.67142","0.06008","DKFgali"
"1","62","63","0.96510","0.03132","0.00358","0.25759","0.67854","0.06388","DKFgali"
"1","63","64","0.96329","0.03265","0.00406","0.24697","0.68516","0.06787","DKFgali"
"1","64","65","0.96136","0.03403","0.00461","0.23664","0.69129","0.07207","DKFgali"
"1","65","66","0.95931","0.03546","0.00524","0.22661","0.69691","0.07649","DKFgali"
"1","66","67","0.95712","0.03693","0.00594","0.21687","0.70201","0.08112","DKFgali"
"1","67","68","0.95479","0.03846","0.00675","0.20741","0.70659","0.08600","DKFgali"
"1","68","69","0.95231","0.04004","0.00766","0.19825","0.71064","0.09111","DKFgali"
"1","69","70","0.94964","0.04166","0.00869","0.18938","0.71416","0.09647","DKFgali"
"1","70","71","0.94679","0.04335","0.00987","0.18079","0.71713","0.10208","DKFgali"
"1","71","72","0.94373","0.04508","0.01120","0.17248","0.71956","0.10797","DKFgali"
"1","72","73","0.94043","0.04686","0.01271","0.16444","0.72143","0.11413","DKFgali"
"1","73","74","0.93689","0.04870","0.01442","0.15669","0.72275","0.12057","DKFgali"
"1","74","75","0.93306","0.05058","0.01636","0.14919","0.72351","0.12730","DKFgali"
"1","75","76","0.92892","0.05252","0.01856","0.14197","0.72370","0.13433","DKFgali"
"1","76","77","0.92445","0.05450","0.02105","0.13500","0.72333","0.14167","DKFgali"
"1","77","78","0.91960","0.05653","0.02387","0.12828","0.72239","0.14933","DKFgali"
"1","78","79","0.91433","0.05861","0.02706","0.12182","0.72088","0.15731","DKFgali"
"1","79","80","0.90861","0.06072","0.03067","0.11559","0.71880","0.16562","DKFgali"
"1","80","81","0.90238","0.06287","0.03475","0.10960","0.71614","0.17426","DKFgali"
"1","81","82","0.89559","0.06505","0.03935","0.10384","0.71291","0.18325","DKFgali"
"1","82","83","0.88819","0.06726","0.04455","0.09830","0.70912","0.19259","DKFgali"
"1","83","84","0.88011","0.06948","0.05041","0.09298","0.70475","0.20228","DKFgali"
"1","84","85","0.87128","0.07171","0.05701","0.08787","0.69981","0.21232","DKFgali"
"1","85","86","0.86164","0.07393","0.06443","0.08296","0.69431","0.22273","DKFgali"
"1","86","87","0.85110","0.07614","0.07275","0.07825","0.68825","0.23350","DKFgali"
"1","87","88","0.83958","0.07833","0.08209","0.07374","0.68163","0.24463","DKFgali"
"1","88","89","0.82700","0.08047","0.09253","0.06941","0.67447","0.25613","DKFgali"
"1","89","90","0.81327","0.08254","0.10419","0.06526","0.66676","0.26799","DKFgali"
"1","90","91","0.79830","0.08453","0.11717","0.06129","0.65851","0.28020","DKFgali"
"1","50","51","0.93661","0.06257","0.00082","0.20036","0.79061","0.00903","DKFsr"
"1","51","52","0.93545","0.06362","0.00093","0.19598","0.79424","0.00978","DKFsr"
"1","52","53","0.93426","0.06468","0.00106","0.19167","0.79773","0.01059","DKFsr"
"1","53","54","0.93305","0.06575","0.00120","0.18743","0.80109","0.01147","DKFsr"
"1","54","55","0.93180","0.06683","0.00137","0.18326","0.80432","0.01242","DKFsr"
"1","55","56","0.93051","0.06793","0.00155","0.17915","0.80740","0.01345","DKFsr"
"1","56","57","0.92919","0.06904","0.00177","0.17510","0.81033","0.01456","DKFsr"
"1","57","58","0.92783","0.07017","0.00201","0.17112","0.81311","0.01577","DKFsr"
"1","58","59","0.92642","0.07130","0.00228","0.16721","0.81573","0.01706","DKFsr"
"1","59","60","0.92496","0.07245","0.00260","0.16335","0.81818","0.01847","DKFsr"
"1","60","61","0.92344","0.07360","0.00295","0.15956","0.82046","0.01998","DKFsr"
"1","61","62","0.92187","0.07477","0.00336","0.15582","0.82257","0.02161","DKFsr"
"1","62","63","0.92023","0.07595","0.00382","0.15214","0.82448","0.02338","DKFsr"
"1","63","64","0.91851","0.07714","0.00435","0.14852","0.82620","0.02528","DKFsr"
"1","64","65","0.91672","0.07833","0.00495","0.14495","0.82771","0.02734","DKFsr"
"1","65","66","0.91483","0.07954","0.00563","0.14144","0.82900","0.02955","DKFsr"
"1","66","67","0.91284","0.08075","0.00641","0.13799","0.83007","0.03194","DKFsr"
"1","67","68","0.91074","0.08196","0.00730","0.13458","0.83090","0.03452","DKFsr"
"1","68","69","0.90851","0.08318","0.00831","0.13122","0.83149","0.03729","DKFsr"
"1","69","70","0.90615","0.08440","0.00946","0.12791","0.83181","0.04028","DKFsr"
"1","70","71","0.90362","0.08561","0.01077","0.12465","0.83185","0.04350","DKFsr"
"1","71","72","0.90091","0.08683","0.01226","0.12143","0.83160","0.04696","DKFsr"
"1","72","73","0.89801","0.08804","0.01395","0.11826","0.83105","0.05069","DKFsr"
"1","73","74","0.89488","0.08924","0.01589","0.11513","0.83018","0.05469","DKFsr"
"1","74","75","0.89150","0.09042","0.01808","0.11204","0.82896","0.05900","DKFsr"
"1","75","76","0.88783","0.09159","0.02058","0.10899","0.82739","0.06362","DKFsr"
"1","76","77","0.88385","0.09274","0.02342","0.10597","0.82544","0.06859","DKFsr"
"1","77","78","0.87950","0.09386","0.02664","0.10299","0.82310","0.07391","DKFsr"
"1","78","79","0.87475","0.09495","0.03030","0.10004","0.82034","0.07962","DKFsr"
"1","79","80","0.86955","0.09599","0.03446","0.09712","0.81714","0.08574","DKFsr"
"1","80","81","0.86384","0.09699","0.03917","0.09423","0.81348","0.09228","DKFsr"
"1","81","82","0.85756","0.09794","0.04450","0.09137","0.80934","0.09929","DKFsr"
"1","82","83","0.85065","0.09881","0.05054","0.08853","0.80469","0.10677","DKFsr"
"1","83","84","0.84302","0.09961","0.05736","0.08572","0.79952","0.11476","DKFsr"
"1","84","85","0.83461","0.10033","0.06507","0.08293","0.79379","0.12328","DKFsr"
"1","85","86","0.82532","0.10093","0.07375","0.08016","0.78748","0.13236","DKFsr"
"1","86","87","0.81505","0.10143","0.08352","0.07741","0.78057","0.14203","DKFsr"
"1","87","88","0.80373","0.10179","0.09449","0.07467","0.77303","0.15230","DKFsr"
"1","88","89","0.79123","0.10199","0.10678","0.07195","0.76485","0.16320","DKFsr"
"1","89","90","0.77746","0.10203","0.12051","0.06924","0.75600","0.17476","DKFsr"
"1","90","91","0.76231","0.10189","0.13581","0.06654","0.74647","0.18699","DKFsr"
"1","50","51","0.98664","0.01255","0.00082","0.38501","0.59553","0.01946","DKMadl"
"1","51","52","0.98579","0.01328","0.00093","0.37265","0.60590","0.02145","DKMadl"
"1","52","53","0.98488","0.01405","0.00107","0.36047","0.61591","0.02363","DKMadl"
"1","53","54","0.98391","0.01486","0.00122","0.34846","0.62553","0.02601","DKMadl"
"1","54","55","0.98288","0.01572","0.00140","0.33664","0.63474","0.02862","DKMadl"
"1","55","56","0.98177","0.01662","0.00160","0.32501","0.64352","0.03147","DKMadl"
"1","56","57","0.98059","0.01757","0.00184","0.31357","0.65185","0.03458","DKMadl"
"1","57","58","0.97933","0.01857","0.00210","0.30234","0.65968","0.03798","DKMadl"
"1","58","59","0.97798","0.01962","0.00240","0.29132","0.66701","0.04168","DKMadl"
"1","59","60","0.97652","0.02072","0.00275","0.28050","0.67379","0.04571","DKMadl"
"1","60","61","0.97497","0.02188","0.00315","0.26990","0.68001","0.05009","DKMadl"
"1","61","62","0.97330","0.02310","0.00360","0.25951","0.68563","0.05486","DKMadl"
"1","62","63","0.97150","0.02438","0.00412","0.24934","0.69062","0.06005","DKMadl"
"1","63","64","0.96957","0.02572","0.00471","0.23938","0.69495","0.06567","DKMadl"
"1","64","65","0.96750","0.02712","0.00538","0.22964","0.69860","0.07177","DKMadl"
"1","65","66","0.96526","0.02859","0.00615","0.22012","0.70152","0.07837","DKMadl"
"1","66","67","0.96284","0.03013","0.00703","0.21081","0.70368","0.08551","DKMadl"
"1","67","68","0.96023","0.03174","0.00804","0.20172","0.70505","0.09322","DKMadl"
"1","68","69","0.95741","0.03341","0.00918","0.19285","0.70560","0.10154","DKMadl"
"1","69","70","0.95435","0.03516","0.01048","0.18419","0.70529","0.11051","DKMadl"
"1","70","71","0.95104","0.03699","0.01197","0.17575","0.70409","0.12016","DKMadl"
"1","71","72","0.94745","0.03888","0.01366","0.16751","0.70196","0.13053","DKMadl"
"1","72","73","0.94355","0.04085","0.01559","0.15949","0.69887","0.14164","DKMadl"
"1","73","74","0.93932","0.04290","0.01779","0.15168","0.69478","0.15354","DKMadl"
"1","74","75","0.93471","0.04501","0.02028","0.14407","0.68967","0.16626","DKMadl"
"1","75","76","0.92969","0.04720","0.02312","0.13667","0.68351","0.17982","DKMadl"
"1","76","77","0.92421","0.04945","0.02634","0.12947","0.67628","0.19425","DKMadl"
"1","77","78","0.91825","0.05177","0.02999","0.12248","0.66795","0.20958","DKMadl"
"1","78","79","0.91173","0.05414","0.03413","0.11569","0.65850","0.22581","DKMadl"
"1","79","80","0.90461","0.05657","0.03881","0.10910","0.64794","0.24296","DKMadl"
"1","80","81","0.89684","0.05905","0.04412","0.10271","0.63625","0.26104","DKMadl"
"1","81","82","0.88834","0.06156","0.05010","0.09653","0.62344","0.28003","DKMadl"
"1","82","83","0.87905","0.06409","0.05686","0.09054","0.60952","0.29994","DKMadl"
"1","83","84","0.86890","0.06664","0.06446","0.08476","0.59452","0.32072","DKMadl"
