# BEFadl.txt
#IMaCh version 0.99r45, April 2023,INED-EUROREVES-Institut de longevite-Japan Society for the Promotion of Science (Grant-in-Aid for Scientific Research 25293121), Intel Software 2015-2020, Nihon University 2021-202, INED 2000-2022
#$Revision: 1.353 $ $Date: 2023/05/08 18:48:22 $
# Tue Feb 04 22:03:38 2025
 Age Prev(1)  N(1)  N   Prev(2)  N(2)  N  
 51 0.86071 2 3 0.13929 0 3
 52 0.87515 3 3 0.12485 0 3
 53 0.91542 2 3 0.08458 0 3
 54 0.84713 2 3 0.15287 0 3
 55 0.97538 4 4 0.02462 0 4
 56 0.95318 3 3 0.04682 0 3
 57 0.91935 3 4 0.08065 0 4
 58 0.88979 2 2 0.11021 0 2
 59 0.91170 1 2 0.08830 0 2
 60 0.88433 2 2 0.11567 0 2
 61 0.88685 2 3 0.11315 0 3
 62 0.86048 2 2 0.13952 0 2
 63 0.91678 2 2 0.08322 0 2
 64 0.89973 2 2 0.10027 0 2
 65 0.90550 2 2 0.09450 0 2
 66 0.81862 2 3 0.18138 0 3
 67 0.96792 3 3 0.03208 0 3
 68 0.88622 3 3 0.11378 0 3
 69 0.93114 2 2 0.06886 0 2
 70 0.89708 2 2 0.10292 0 2
 71 0.86549 2 2 0.13451 0 2
 72 0.86017 2 2 0.13983 0 2
 73 0.78907 2 2 0.21093 0 2
 74 0.76349 1 1 0.23651 0 1
 75 0.70903 2 2 0.29097 1 2
 76 0.81457 1 2 0.18543 0 2
 77 0.79747 1 2 0.20253 0 2
 78 0.61793 1 2 0.38207 1 2
 79 0.72236 1 1 0.27764 0 1
 80 0.83112 1 1 0.16888 0 1
 81 0.67931 1 2 0.32069 1 2
 82 0.71440 1 1 0.28560 0 1
 83 0.54405 1 2 0.45595 1 2
 84 0.64297 1 1 0.35703 0 1
 85 0.56313 1 1 0.43687 1 1
 86 0.34564 0 1 0.65436 1 1
 87 0.45301 0 1 0.54699 1 1
 88 0.35616 0 1 0.64384 1 1
 89 0.36911 0 1 0.63089 0 1
 90 0.38265 0 1 0.61735 0 1
 91 NaNq 0 0 NaNq 0 0
 92 NaNq 0 0 NaNq 0 0
 93 NaNq 0 0 NaNq 0 0
