"age","ex1","ex2","p1","p2","sex","region","health"
100,1.2671,1.2894,0.23649,0.7636,"M","E","SR"
101,1.2465,1.272,0.22458,0.77548,"M","E","SR"
102,1.2278,1.2568,0.2127,0.7872,"M","E","SR"
103,1.2107,1.2436,0.20114,0.79879,"M","E","SR"
104,1.1952,1.2322,0.1898,0.81016,"M","E","SR"
105,1.1811,1.2226,0.17882,0.82129,"M","E","SR"
106,1.1683,1.2147,0.16798,0.83208,"M","E","SR"
107,1.1566,1.2082,0.1575,0.84254,"M","E","SR"
108,1.146,1.2032,0.14738,0.85264,"M","E","SR"
109,1.1362,1.1995,0.13765,0.86236,"M","E","SR"
110,1.1272,1.1971,0.12828,0.87166,"M","E","SR"
50,7.7362,11.2494,0.8363,0.16379,"F","N","SR"
51,7.5737,11.0505,0.83025,0.16985,"F","N","SR"
52,7.4076,10.8456,0.82405,0.17606,"F","N","SR"
53,7.238,10.6347,0.81769,0.18242,"F","N","SR"
54,7.0649,10.4181,0.81117,0.18894,"F","N","SR"
55,6.8887,10.196,0.80451,0.19561,"F","N","SR"
56,6.7094,9.9688,0.7977,0.20242,"F","N","SR"
57,6.5272,9.7366,0.79074,0.20938,"F","N","SR"
58,6.3423,9.4999,0.78365,0.21648,"F","N","SR"
59,6.1551,9.259,0.77642,0.22371,"F","N","SR"
60,5.9656,9.0143,0.76907,0.23107,"F","N","SR"
61,5.7743,8.7662,0.76159,0.23855,"F","N","SR"
62,5.5813,8.5152,0.754,0.24615,"F","N","SR"
63,5.387,8.2617,0.7463,0.25385,"F","N","SR"
64,5.1917,8.0063,0.7385,0.26165,"F","N","SR"
65,4.9957,7.7494,0.73061,0.26955,"F","N","SR"
66,4.7995,7.4917,0.72263,0.27753,"F","N","SR"
67,4.6033,7.2336,0.71458,0.28559,"F","N","SR"
68,4.4075,6.9757,0.70646,0.29372,"F","N","SR"
69,4.2125,6.7187,0.69828,0.3019,"F","N","SR"
70,4.0188,6.4629,0.69005,0.31014,"F","N","SR"
71,3.8266,6.209,0.68177,0.31842,"F","N","SR"
72,3.6364,5.9576,0.67346,0.32674,"F","N","SR"
73,3.4487,5.7092,0.66511,0.33509,"F","N","SR"
74,3.2637,5.4642,0.65673,0.34347,"F","N","SR"
75,3.0819,5.2232,0.64833,0.35188,"F","N","SR"
76,2.9037,4.9866,0.6399,0.36031,"F","N","SR"
77,2.7294,4.7549,0.63145,0.36877,"F","N","SR"
78,2.5594,4.5285,0.62296,0.37727,"F","N","SR"
79,2.3941,4.3076,0.61442,0.3858,"F","N","SR"
80,2.2337,4.0928,0.60583,0.3944,"F","N","SR"
81,2.0786,3.8842,0.59717,0.40307,"F","N","SR"
82,1.929,3.6821,0.58841,0.41184,"F","N","SR"
83,1.7852,3.4866,0.57951,0.42074,"F","N","SR"
84,1.6475,3.298,0.57045,0.42981,"F","N","SR"
85,1.5159,3.1164,0.56117,0.4391,"F","N","SR"
86,1.3907,2.9418,0.55161,0.44865,"F","N","SR"
87,1.2719,2.7743,0.54172,0.45856,"F","N","SR"
88,1.1597,2.6139,0.5314,0.46888,"F","N","SR"
89,1.0541,2.4605,0.52056,0.47973,"F","N","SR"
90,0.955,2.314,0.50908,0.49121,"F","N","SR"
91,0.8624,2.1745,0.49685,0.50345,"F","N","SR"
92,0.7763,2.0417,0.4837,0.51658,"F","N","SR"
93,0.6965,1.9156,0.46948,0.53079,"F","N","SR"
94,0.6229,1.7959,0.45401,0.54626,"F","N","SR"
95,0.5553,1.6825,0.4371,0.56317,"F","N","SR"
96,0.4934,1.5751,0.41854,0.58171,"F","N","SR"
97,0.437,1.4737,0.39815,0.60208,"F","N","SR"
98,0.3858,1.378,0.37579,0.62443,"F","N","SR"
99,0.3396,1.2877,0.35137,0.64884,"F","N","SR"
100,0.2981,1.2026,0.32492,0.67527,"F","N","SR"
101,0.2609,1.1226,0.29666,0.70352,"F","N","SR"
102,0.2276,1.0475,0.26701,0.73315,"F","N","SR"
103,0.1981,0.9769,0.23667,0.76347,"F","N","SR"
104,0.172,0.9107,0.20657,0.79355,"F","N","SR"
105,0.149,0.8487,0.1778,0.82231,"F","N","SR"
106,0.1288,0.7906,0.15134,0.84875,"F","N","SR"
107,0.1111,0.7363,0.12796,0.87212,"F","N","SR"
108,0.0956,0.6855,0.10799,0.89208,"F","N","SR"
109,0.0822,0.6382,0.09135,0.90871,"F","N","SR"
110,0.0706,0.594,0.07766,0.92238,"F","N","SR"
50,6.8132,9.0314,0.86143,0.13866,"M","N","SR"
51,6.6763,8.8912,0.85461,0.14547,"M","N","SR"
52,6.535,8.7429,0.84757,0.15252,"M","N","SR"
53,6.3894,8.5864,0.84029,0.1598,"M","N","SR"
54,6.2397,8.4219,0.83279,0.16731,"M","N","SR"
55,6.0861,8.2496,0.82506,0.17504,"M","N","SR"
56,5.9287,8.0697,0.81712,0.18299,"M","N","SR"
57,5.7678,7.8826,0.80898,0.19113,"M","N","SR"
58,5.6036,7.6887,0.80065,0.19947,"M","N","SR"
59,5.4365,7.4884,0.79214,0.20799,"M","N","SR"
60,5.2668,7.2823,0.78346,0.21666,"M","N","SR"
61,5.0948,7.0708,0.77465,0.22549,"M","N","SR"
62,4.9208,6.8547,0.7657,0.23444,"M","N","SR"
63,4.7453,6.6346,0.75665,0.24349,"M","N","SR"
64,4.5686,6.4112,0.74752,0.25263,"M","N","SR"
65,4.3911,6.1852,0.73833,0.26182,"M","N","SR"
66,4.2132,5.9574,0.72912,0.27104,"M","N","SR"
67,4.0353,5.7286,0.7199,0.28026,"M","N","SR"
68,3.8578,5.4995,0.71072,0.28945,"M","N","SR"
69,3.6811,5.271,0.70159,0.29858,"M","N","SR"
70,3.5057,5.0437,0.69256,0.30762,"M","N","SR"
71,3.3319,4.8185,0.68365,0.31654,"M","N","SR"
72,3.16,4.596,0.6749,0.32529,"M","N","SR"
73,2.9905,4.3769,0.66634,0.33385,"M","N","SR"
74,2.8237,4.1619,0.65801,0.3422,"M","N","SR"
75,2.6599,3.9515,0.64992,0.35029,"M","N","SR"
76,2.4995,3.7462,0.64211,0.3581,"M","N","SR"
77,2.3427,3.5466,0.63461,0.36561,"M","N","SR"
78,2.1899,3.353,0.62743,0.37279,"M","N","SR"
79,2.0413,3.1658,0.62059,0.37963,"M","N","SR"
80,1.8972,2.9853,0.6141,0.38614,"M","N","SR"
81,1.7578,2.8116,0.60795,0.39228,"M","N","SR"
82,1.6233,2.645,0.60214,0.39809,"M","N","SR"
83,1.494,2.4856,0.59666,0.40358,"M","N","SR"
84,1.37,2.3334,0.59146,0.40878,"M","N","SR"
85,1.2516,2.1885,0.5865,0.41375,"M","N","SR"
86,1.1389,2.0507,0.58171,0.41854,"M","N","SR"
87,1.032,1.92,0.57699,0.42326,"M","N","SR"
88,0.9311,1.7963,0.57222,0.42803,"M","N","SR"
89,0.8363,1.6794,0.56726,0.43299,"M","N","SR"
90,0.7476,1.5691,0.56192,0.43835,"M","N","SR"
91,0.665,1.4651,0.55595,0.44432,"M","N","SR"
92,0.5887,1.3674,0.54906,0.4512,"M","N","SR"
93,0.5184,1.2756,0.54091,0.45936,"M","N","SR"
94,0.4542,1.1894,0.53104,0.46923,"M","N","SR"
95,0.3958,1.1086,0.51892,0.48137,"M","N","SR"
96,0.3432,1.033,0.50387,0.49642,"M","N","SR"
97,0.296,0.9623,0.48508,0.51521,"M","N","SR"
98,0.254,0.8961,0.46157,0.53871,"M","N","SR"
99,0.2168,0.8344,0.43222,0.56804,"M","N","SR"
100,0.1842,0.7767,0.39588,0.60435,"M","N","SR"
101,0.1558,0.723,0.35168,0.64852,"M","N","SR"
102,0.1312,0.6728,0.29962,0.70056,"M","N","SR"
103,0.1101,0.6262,0.24159,0.75855,"M","N","SR"
104,0.092,0.5827,0.18229,0.81782,"M","N","SR"
105,0.0766,0.5423,0.12872,0.87135,"M","N","SR"
106,0.0636,0.5047,0.08715,0.9129,"M","N","SR"
107,0.0526,0.4698,0.05934,0.94069,"M","N","SR"
108,0.0435,0.4373,0.04241,0.95762,"M","N","SR"
109,0.0358,0.4072,0.03205,0.96797,"M","N","SR"
110,0.0295,0.3793,0.02523,0.97478,"M","N","SR"
50,12.2759,12.3065,0.81552,0.18453,"F","S","SR"
51,12.1214,12.1515,0.80463,0.19545,"F","S","SR"
52,11.9591,11.9887,0.79341,0.2067,"F","S","SR"
53,11.789,11.8182,0.78183,0.21814,"F","S","SR"
54,11.611,11.6397,0.76997,0.22998,"F","S","SR"
55,11.425,11.4533,0.75783,0.2421,"F","S","SR"
56,11.231,11.2588,0.74541,0.2545,"F","S","SR"
57,11.0289,11.0563,0.73272,0.26715,"F","S","SR"
58,10.8188,10.8458,0.71984,0.28021,"F","S","SR"
59,10.6007,10.6274,0.70667,0.2934,"F","S","SR"
60,10.3746,10.4009,0.69326,0.30684,"F","S","SR"
61,10.1407,10.1666,0.6796,0.32052,"F","S","SR"
62,9.899,9.9246,0.66569,0.33447,"F","S","SR"
63,9.6497,9.6749,0.6515,0.34868,"F","S","SR"
64,9.3929,9.4178,0.63702,0.36319,"F","S","SR"
65,9.1289,9.1535,0.62211,0.37781,"F","S","SR"
66,8.8579,8.8822,0.60694,0.39296,"F","S","SR"
67,8.5804,8.6042,0.5914,0.4085,"F","S","SR"
68,8.2966,8.32,0.57543,0.42447,"F","S","SR"
69,8.0071,8.0301,0.55915,0.44111,"F","S","SR"
70,7.7124,7.7349,0.54222,0.45802,"F","S","SR"
71,7.4133,7.4352,0.52474,0.47547,"F","S","SR"
72,7.1105,7.1317,0.5067,0.49347,"F","S","SR"
73,6.8049,6.8253,0.48808,0.51205,"F","S","SR"
74,6.4975,6.5171,0.46888,0.53122,"F","S","SR"
75,6.1896,6.2082,0.44894,0.55083,"F","S","SR"
76,5.8822,5.8997,0.42868,0.57116,"F","S","SR"
77,5.5768,5.593,0.40793,0.59196,"F","S","SR"
78,5.2746,5.2895,0.38677,0.61317,"F","S","SR"
79,4.9771,4.9904,0.36542,0.63475,"F","S","SR"
80,4.6855,4.6973,0.34369,0.65641,"F","S","SR"
81,4.4012,4.4113,0.32193,0.67813,"F","S","SR"
82,4.1254,4.1337,0.30027,0.69976,"F","S","SR"
83,3.8592,3.8656,0.27878,0.72111,"F","S","SR"
84,3.6034,3.6078,0.25783,0.7421,"F","S","SR"
85,3.3588,3.3613,0.23743,0.76253,"F","S","SR"
86,3.1259,3.1265,0.21772,0.78226,"F","S","SR"
87,2.9052,2.9038,0.19891,0.80118,"F","S","SR"
88,2.6968,2.6934,0.18091,0.81914,"F","S","SR"
89,2.5006,2.4954,0.16392,0.8361,"F","S","SR"
90,2.3167,2.3096,0.14801,0.852,"F","S","SR"
91,2.1447,2.1358,0.13321,0.8668,"F","S","SR"
92,1.9842,1.9737,0.11951,0.88049,"F","S","SR"
93,1.8349,1.8227,0.10688,0.89308,"F","S","SR"
94,1.6962,1.6825,0.09538,0.90459,"F","S","SR"
95,1.5676,1.5524,0.08492,0.91507,"F","S","SR"
96,1.4485,1.432,0.07543,0.92457,"F","S","SR"
97,1.3385,1.3206,0.06687,0.93313,"F","S","SR"
98,1.2368,1.2176,0.05918,0.94082,"F","S","SR"
99,1.1429,1.1226,0.05229,0.94771,"F","S","SR"
100,1.0564,1.035,0.04615,0.95386,"F","S","SR"
101,0.9767,0.9543,0.04066,0.95934,"F","S","SR"
102,0.9032,0.8799,0.03579,0.96421,"F","S","SR"
103,0.8356,0.8114,0.03148,0.96852,"F","S","SR"
104,0.7734,0.7484,0.02767,0.97234,"F","S","SR"
105,0.7162,0.6904,0.02429,0.97571,"F","S","SR"
106,0.6636,0.6371,0.02131,0.97869,"F","S","SR"
107,0.6153,0.5881,0.01869,0.98131,"F","S","SR"
108,0.5709,0.543,0.01638,0.98362,"F","S","SR"
109,0.5301,0.5016,0.01436,0.98564,"F","S","SR"
110,0.4926,0.4636,0.01258,0.98742,"F","S","SR"
50,7.3566,9.4274,0.84091,0.15918,"M","S","SR"
51,7.238,9.3029,0.83144,0.16866,"M","S","SR"
52,7.1143,9.1691,0.82156,0.17854,"M","S","SR"
53,6.9854,9.0262,0.81126,0.18885,"M","S","SR"
54,6.8515,8.8741,0.80054,0.19958,"M","S","SR"
55,6.7127,8.7131,0.78941,0.21072,"M","S","SR"
56,6.5693,8.5433,0.77787,0.22226,"M","S","SR"
57,6.4214,8.3651,0.76594,0.2342,"M","S","SR"
58,6.2693,8.1788,0.75362,0.24653,"M","S","SR"
59,6.1133,7.985,0.74093,0.25922,"M","S","SR"
60,5.9537,7.784,0.72789,0.27227,"M","S","SR"
61,5.7909,7.5766,0.71452,0.28565,"M","S","SR"
62,5.6252,7.3634,0.70085,0.29932,"M","S","SR"
63,5.4571,7.145,0.6869,0.31328,"M","S","SR"
64,5.287,6.9222,0.6727,0.32749,"M","S","SR"
65,5.1153,6.6957,0.6583,0.3419,"M","S","SR"
66,4.9426,6.4664,0.64371,0.35649,"M","S","SR"
67,4.7692,6.2351,0.62899,0.37123,"M","S","SR"
68,4.5957,6.0025,0.61418,0.38605,"M","S","SR"
69,4.4225,5.7695,0.5993,0.40093,"M","S","SR"
70,4.25,5.5369,0.58442,0.41582,"M","S","SR"
71,4.0789,5.3055,0.56957,0.43068,"M","S","SR"
72,3.9094,5.076,0.5548,0.44547,"M","S","SR"
73,3.742,4.8492,0.54015,0.46012,"M","S","SR"
74,3.5772,4.6256,0.52567,0.47461,"M","S","SR"
75,3.4153,4.406,0.5114,0.48889,"M","S","SR"
76,3.2566,4.1909,0.49738,0.50291,"M","S","SR"
77,3.1014,3.9807,0.48366,0.51663,"M","S","SR"
78,2.9501,3.7761,0.47027,0.53001,"M","S","SR"
79,2.8029,3.5773,0.45726,0.54301,"M","S","SR"
80,2.66,3.3847,0.44466,0.5556,"M","S","SR"
81,2.5217,3.1985,0.43251,0.56774,"M","S","SR"
82,2.388,3.0191,0.42084,0.57941,"M","S","SR"
83,2.2591,2.8466,0.40968,0.59056,"M","S","SR"
84,2.135,2.681,0.39907,0.60116,"M","S","SR"
85,2.0159,2.5225,0.38903,0.6112,"M","S","SR"
86,1.9017,2.371,0.37959,0.62063,"M","S","SR"
87,1.7925,2.2266,0.37078,0.62944,"M","S","SR"
88,1.6883,2.0891,0.36263,0.63759,"M","S","SR"
89,1.5889,1.9585,0.35516,0.64505,"M","S","SR"
90,1.4943,1.8347,0.3484,0.6518,"M","S","SR"
91,1.4045,1.7175,0.34239,0.65781,"M","S","SR"
92,1.3192,1.6067,0.33715,0.66305,"M","S","SR"
93,1.2385,1.5021,0.33272,0.66748,"M","S","SR"
94,1.1622,1.4036,0.32913,0.67107,"M","S","SR"
95,1.0901,1.3108,0.32642,0.67378,"M","S","SR"
96,1.0221,1.2236,0.32463,0.67557,"M","S","SR"
97,0.9581,1.1418,0.3238,0.67639,"M","S","SR"
98,0.8978,1.065,0.32397,0.67622,"M","S","SR"
99,0.8412,0.9931,0.32519,0.675,"M","S","SR"
100,0.788,0.9258,0.3275,0.67269,"M","S","SR"
101,0.7381,0.8629,0.33091,0.66928,"M","S","SR"
102,0.6914,0.8042,0.33546,0.66474,"M","S","SR"
103,0.6476,0.7493,0.34114,0.65906,"M","S","SR"
104,0.6067,0.6982,0.34793,0.65228,"M","S","SR"
105,0.5685,0.6505,0.35579,0.64442,"M","S","SR"
106,0.5328,0.6061,0.36462,0.63559,"M","S","SR"
107,0.4995,0.5648,0.37434,0.62588,"M","S","SR"
108,0.4684,0.5264,0.38478,0.61545,"M","S","SR"
109,0.4394,0.4907,0.39578,0.60445,"M","S","SR"
110,0.4125,0.4575,0.40717,0.59307,"M","S","SR"
50,30.7453,30.7453,1,1,"F","W","LE"
51,29.8038,29.8038,1,1,"F","W","LE"
52,28.8677,28.8677,1,1,"F","W","LE"
53,27.9374,27.9374,1,1,"F","W","LE"
54,27.0134,27.0134,1,1,"F","W","LE"
55,26.0963,26.0963,1,1,"F","W","LE"
56,25.1864,25.1864,1,1,"F","W","LE"
57,24.2845,24.2845,1,1,"F","W","LE"
58,23.391,23.391,1,1,"F","W","LE"
59,22.5066,22.5066,1,1,"F","W","LE"
60,21.6319,21.6319,1,1,"F","W","LE"
61,20.7675,20.7675,1,1,"F","W","LE"
62,19.9143,19.9143,1,1,"F","W","LE"
63,19.0728,19.0728,1,1,"F","W","LE"
64,18.2438,18.2438,1,1,"F","W","LE"
65,17.4281,17.4281,1,1,"F","W","LE"
66,16.6264,16.6264,1,1,"F","W","LE"
67,15.8394,15.8394,1,1,"F","W","LE"
68,15.0681,15.0681,1,1,"F","W","LE"
69,14.3131,14.3131,1,1,"F","W","LE"
70,13.5752,13.5752,1,1,"F","W","LE"
71,12.8552,12.8552,1,1,"F","W","LE"
72,12.1538,12.1538,1,1,"F","W","LE"
73,11.4718,11.4718,1,1,"F","W","LE"
74,10.8097,10.8097,1,1,"F","W","LE"
75,10.1684,10.1684,1,1,"F","W","LE"
76,9.5483,9.5483,1,1,"F","W","LE"
77,8.9499,8.9499,1,1,"F","W","LE"
78,8.3738,8.3738,1,1,"F","W","LE"
79,7.8204,7.8204,1,1,"F","W","LE"
80,7.29,7.29,1,1,"F","W","LE"
81,6.7828,6.7828,1,1,"F","W","LE"
82,6.299,6.299,1,1,"F","W","LE"
83,5.8387,5.8387,1,1,"F","W","LE"
84,5.4018,5.4018,1,1,"F","W","LE"
85,4.9882,4.9882,1,1,"F","W","LE"
86,4.5976,4.5976,1,1,"F","W","LE"
87,4.2298,4.2298,1,1,"F","W","LE"
88,3.8844,3.8844,1,1,"F","W","LE"
89,3.5608,3.5608,1,1,"F","W","LE"
90,3.2585,3.2585,1,1,"F","W","LE"
91,2.9769,2.9769,1,1,"F","W","LE"
92,2.7151,2.7151,1,1,"F","W","LE"
93,2.4726,2.4726,1,1,"F","W","LE"
94,2.2483,2.2483,1,1,"F","W","LE"
95,2.0415,2.0415,1,1,"F","W","LE"
96,1.8513,1.8513,1,1,"F","W","LE"
97,1.6767,1.6767,1,1,"F","W","LE"
98,1.5169,1.5169,1,1,"F","W","LE"
99,1.3709,1.3709,1,1,"F","W","LE"
100,1.2379,1.2379,1,1,"F","W","LE"
101,1.1169,1.1169,1,1,"F","W","LE"
102,1.007,1.007,1,1,"F","W","LE"
103,0.9074,0.9074,1,1,"F","W","LE"
104,0.8174,0.8174,1,1,"F","W","LE"
105,0.7361,0.7361,1,1,"F","W","LE"
106,0.6628,0.6628,1,1,"F","W","LE"
107,0.5968,0.5968,1,1,"F","W","LE"
108,0.5374,0.5374,1,1,"F","W","LE"
109,0.4841,0.4841,1,1,"F","W","LE"
110,0.4363,0.4363,1,1,"F","W","LE"
50,25.3102,25.3102,1,1,"M","W","LE"
51,24.4428,24.4428,1,1,"M","W","LE"
52,23.5848,23.5848,1,1,"M","W","LE"
53,22.7366,22.7366,1,1,"M","W","LE"
54,21.8988,21.8988,1,1,"M","W","LE"
55,21.0719,21.0719,1,1,"M","W","LE"
56,20.2565,20.2565,1,1,"M","W","LE"
57,19.4531,19.4531,1,1,"M","W","LE"
58,18.6624,18.6624,1,1,"M","W","LE"
59,17.8849,17.8849,1,1,"M","W","LE"
60,17.1212,17.1212,1,1,"M","W","LE"
61,16.3718,16.3718,1,1,"M","W","LE"
62,15.6374,15.6374,1,1,"M","W","LE"
63,14.9184,14.9184,1,1,"M","W","LE"
64,14.2155,14.2155,1,1,"M","W","LE"
65,13.5292,13.5292,1,1,"M","W","LE"
66,12.8599,12.8599,1,1,"M","W","LE"
67,12.2082,12.2082,1,1,"M","W","LE"
68,11.5746,11.5746,1,1,"M","W","LE"
69,10.9594,10.9594,1,1,"M","W","LE"
70,10.3631,10.3631,1,1,"M","W","LE"
71,9.7859,9.7859,1,1,"M","W","LE"
72,9.2283,9.2283,1,1,"M","W","LE"
73,8.6904,8.6904,1,1,"M","W","LE"
74,8.1725,8.1725,1,1,"M","W","LE"
75,7.6746,7.6746,1,1,"M","W","LE"
76,7.197,7.197,1,1,"M","W","LE"
77,6.7395,6.7395,1,1,"M","W","LE"
78,6.3023,6.3023,1,1,"M","W","LE"
79,5.8851,5.8851,1,1,"M","W","LE"
80,5.4879,5.4879,1,1,"M","W","LE"
81,5.1104,5.1104,1,1,"M","W","LE"
82,4.7524,4.7524,1,1,"M","W","LE"
83,4.4134,4.4134,1,1,"M","W","LE"
84,4.0932,4.0932,1,1,"M","W","LE"
85,3.7913,3.7913,1,1,"M","W","LE"
86,3.5073,3.5073,1,1,"M","W","LE"
87,3.2405,3.2405,1,1,"M","W","LE"
88,2.9904,2.9904,1,1,"M","W","LE"
89,2.7565,2.7565,1,1,"M","W","LE"
90,2.538,2.538,1,1,"M","W","LE"
91,2.3345,2.3345,1,1,"M","W","LE"
92,2.1451,2.1451,1,1,"M","W","LE"
93,1.9692,1.9692,1,1,"M","W","LE"
94,1.8062,1.8062,1,1,"M","W","LE"
95,1.6553,1.6553,1,1,"M","W","LE"
96,1.5159,1.5159,1,1,"M","W","LE"
97,1.3873,1.3873,1,1,"M","W","LE"
98,1.2688,1.2688,1,1,"M","W","LE"
99,1.1599,1.1599,1,1,"M","W","LE"
100,1.0598,1.0598,1,1,"M","W","LE"
101,0.968,0.968,1,1,"M","W","LE"
102,0.8839,0.8839,1,1,"M","W","LE"
103,0.8069,0.8069,1,1,"M","W","LE"
104,0.7365,0.7365,1,1,"M","W","LE"
105,0.6723,0.6723,1,1,"M","W","LE"
106,0.6137,0.6137,1,1,"M","W","LE"
107,0.5603,0.5603,1,1,"M","W","LE"
108,0.5117,0.5117,1,1,"M","W","LE"
109,0.4674,0.4674,1,1,"M","W","LE"
110,0.4272,0.4272,1,1,"M","W","LE"
50,25.3044,25.3044,1,1,"F","E","LE"
51,24.4229,24.4229,1,1,"F","E","LE"
52,23.5504,23.5504,1,1,"F","E","LE"
53,22.6875,22.6875,1,1,"F","E","LE"
54,21.8347,21.8347,1,1,"F","E","LE"
55,20.9927,20.9927,1,1,"F","E","LE"
56,20.162,20.162,1,1,"F","E","LE"
57,19.3433,19.3433,1,1,"F","E","LE"
58,18.5372,18.5372,1,1,"F","E","LE"
59,17.7443,17.7443,1,1,"F","E","LE"
60,16.9653,16.9653,1,1,"F","E","LE"
61,16.2008,16.2008,1,1,"F","E","LE"
62,15.4515,15.4515,1,1,"F","E","LE"
63,14.718,14.718,1,1,"F","E","LE"
64,14.001,14.001,1,1,"F","E","LE"
65,13.301,13.301,1,1,"F","E","LE"
66,12.6187,12.6187,1,1,"F","E","LE"
67,11.9546,11.9546,1,1,"F","E","LE"
68,11.3093,11.3093,1,1,"F","E","LE"
69,10.6832,10.6832,1,1,"F","E","LE"
70,10.0768,10.0768,1,1,"F","E","LE"
71,9.4906,9.4906,1,1,"F","E","LE"
72,8.9248,8.9248,1,1,"F","E","LE"
73,8.3799,8.3799,1,1,"F","E","LE"
74,7.856,7.856,1,1,"F","E","LE"
75,7.3533,7.3533,1,1,"F","E","LE"
76,6.872,6.872,1,1,"F","E","LE"
77,6.4121,6.4121,1,1,"F","E","LE"
78,5.9735,5.9735,1,1,"F","E","LE"
79,5.5562,5.5562,1,1,"F","E","LE"
80,5.16,5.16,1,1,"F","E","LE"
81,4.7846,4.7846,1,1,"F","E","LE"
82,4.4298,4.4298,1,1,"F","E","LE"
83,4.0951,4.0951,1,1,"F","E","LE"
84,3.7801,3.7801,1,1,"F","E","LE"
85,3.4843,3.4843,1,1,"F","E","LE"
86,3.2072,3.2072,1,1,"F","E","LE"
87,2.9481,2.9481,1,1,"F","E","LE"
88,2.7065,2.7065,1,1,"F","E","LE"
89,2.4815,2.4815,1,1,"F","E","LE"
90,2.2725,2.2725,1,1,"F","E","LE"
91,2.0788,2.0788,1,1,"F","E","LE"
92,1.8996,1.8996,1,1,"F","E","LE"
93,1.7341,1.7341,1,1,"F","E","LE"
94,1.5816,1.5816,1,1,"F","E","LE"
95,1.4413,1.4413,1,1,"F","E","LE"
96,1.3125,1.3125,1,1,"F","E","LE"
97,1.1944,1.1944,1,1,"F","E","LE"
98,1.0863,1.0863,1,1,"F","E","LE"
99,0.9875,0.9875,1,1,"F","E","LE"
100,0.8974,0.8974,1,1,"F","E","LE"
101,0.8152,0.8152,1,1,"F","E","LE"
102,0.7405,0.7405,1,1,"F","E","LE"
103,0.6726,0.6726,1,1,"F","E","LE"
104,0.6109,0.6109,1,1,"F","E","LE"
105,0.5549,0.5549,1,1,"F","E","LE"
106,0.5042,0.5042,1,1,"F","E","LE"
107,0.4584,0.4584,1,1,"F","E","LE"
108,0.4169,0.4169,1,1,"F","E","LE"
109,0.3794,0.3794,1,1,"F","E","LE"
110,0.3455,0.3455,1,1,"F","E","LE"
50,18.49,18.49,1,1,"M","E","LE"
51,17.791,17.791,1,1,"M","E","LE"
52,17.1052,17.1052,1,1,"M","E","LE"
53,16.433,16.433,1,1,"M","E","LE"
54,15.7746,15.7746,1,1,"M","E","LE"
55,15.1303,15.1303,1,1,"M","E","LE"
56,14.5005,14.5005,1,1,"M","E","LE"
57,13.8853,13.8853,1,1,"M","E","LE"
58,13.285,13.285,1,1,"M","E","LE"
59,12.6999,12.6999,1,1,"M","E","LE"
60,12.1301,12.1301,1,1,"M","E","LE"
61,11.5759,11.5759,1,1,"M","E","LE"
62,11.0373,11.0373,1,1,"M","E","LE"
63,10.5146,10.5146,1,1,"M","E","LE"
64,10.0077,10.0077,1,1,"M","E","LE"
65,9.5168,9.5168,1,1,"M","E","LE"
66,9.042,9.042,1,1,"M","E","LE"
67,8.5832,8.5832,1,1,"M","E","LE"
68,8.1404,8.1404,1,1,"M","E","LE"
69,7.7136,7.7136,1,1,"M","E","LE"
70,7.3026,7.3026,1,1,"M","E","LE"
71,6.9075,6.9075,1,1,"M","E","LE"
72,6.528,6.528,1,1,"M","E","LE"
73,6.164,6.164,1,1,"M","E","LE"
74,5.8152,5.8152,1,1,"M","E","LE"
75,5.4815,5.4815,1,1,"M","E","LE"
76,5.1626,5.1626,1,1,"M","E","LE"
77,4.8583,4.8583,1,1,"M","E","LE"
78,4.5682,4.5682,1,1,"M","E","LE"
79,4.2919,4.2919,1,1,"M","E","LE"
80,4.0293,4.0293,1,1,"M","E","LE"
81,3.7798,3.7798,1,1,"M","E","LE"
82,3.5432,3.5432,1,1,"M","E","LE"
83,3.319,3.319,1,1,"M","E","LE"
84,3.1068,3.1068,1,1,"M","E","LE"
85,2.9063,2.9063,1,1,"M","E","LE"
86,2.7169,2.7169,1,1,"M","E","LE"
87,2.5383,2.5383,1,1,"M","E","LE"
88,2.3701,2.3701,1,1,"M","E","LE"
89,2.2118,2.2118,1,1,"M","E","LE"
90,2.063,2.063,1,1,"M","E","LE"
91,1.9232,1.9232,1,1,"M","E","LE"
92,1.7921,1.7921,1,1,"M","E","LE"
93,1.6692,1.6692,1,1,"M","E","LE"
94,1.5541,1.5541,1,1,"M","E","LE"
95,1.4465,1.4465,1,1,"M","E","LE"
96,1.3458,1.3458,1,1,"M","E","LE"
97,1.2518,1.2518,1,1,"M","E","LE"
98,1.1641,1.1641,1,1,"M","E","LE"
99,1.0823,1.0823,1,1,"M","E","LE"
100,1.0061,1.0061,1,1,"M","E","LE"
101,0.9351,0.9351,1,1,"M","E","LE"
102,0.869,0.869,1,1,"M","E","LE"
103,0.8076,0.8076,1,1,"M","E","LE"
104,0.7505,0.7505,1,1,"M","E","LE"
105,0.6975,0.6975,1,1,"M","E","LE"
106,0.6482,0.6482,1,1,"M","E","LE"
107,0.6025,0.6025,1,1,"M","E","LE"
108,0.5601,0.5601,1,1,"M","E","LE"
109,0.5208,0.5208,1,1,"M","E","LE"
110,0.4844,0.4844,1,1,"M","E","LE"
50,29.4321,29.4321,1,1,"F","N","LE"
51,28.503,28.503,1,1,"F","N","LE"
52,27.5802,27.5802,1,1,"F","N","LE"
